Obs_Date_Local,Observatory,Name,Catalog,BJD0_JD,Eclipse_Time_UTC,Type,Altitude_deg,Period_days,RAJ2000,DEJ2000,Mag
2026-06-09,ETAMU,KIC 10389809,Kepler,2454964.670612,2026-06-10 02:51:52.983,Secondary,30.6,0.3973971,284.58741,47.5213,14.64
2026-06-09,ETAMU,HJ Kepler-12b,HotJupiter,2455004.00915,2026-06-10 02:58:59.963,Secondary,31.4,4.4379629,286.2434458,50.0403671,13.47
2026-06-09,ETAMU,KIC 07940533,Kepler,2454954.622194,2026-06-10 02:59:49.691,Secondary,31.8,3.9055972,283.06627,43.74356,12.86
2026-06-09,ETAMU,KIC 10905804,Kepler,2454964.887166,2026-06-10 03:00:19.226,Secondary,32.8,0.7510975,283.66926,48.33421,14.42
2026-06-09,ETAMU,TIC 0288434781,TESS,2458740.639676,2026-06-10 03:01:58.873,Secondary,76.8,6.3345861,203.0219614375,46.0020581976,10.33
2026-06-09,ETAMU,KIC 10844279,Kepler,2455000.228057,2026-06-10 03:02:39.864,Secondary,33.6,0.6234128,282.92919,48.2602,14.23
2026-06-09,ETAMU,KIC 07877062,Kepler,2454964.778743,2026-06-10 03:05:19.034,Secondary,30.8,0.3036515,285.89885,43.60342,13.83
2026-06-09,ETAMU,KIC 08804824,Kepler,2454964.699845,2026-06-10 03:06:13.695,Secondary,31.7,0.4574038,285.37605,45.00975,14.72
2026-06-09,ETAMU,KIC 10395202,Kepler,2454964.643345,2026-06-10 03:07:05.596,Primary,31.2,0.3059446,287.50562,47.56174,14.7
2026-06-09,ETAMU,KIC 08285970,Kepler,2454964.764619,2026-06-10 03:07:48.243,Primary,31.4,0.5624879,285.95873,44.25474,14.79
2026-06-09,ETAMU,KIC 11495781,Kepler,2454954.041627,2026-06-10 03:12:12.869,Primary,34.0,0.5079343,285.23115,49.46144,13.44
2026-06-09,ETAMU,KIC 09004380,Kepler,2454964.60001,2026-06-10 03:13:15.984,Primary,33.8,0.2503325,284.2739,45.35933,14.24
2026-06-09,ETAMU,KIC 09268105,Kepler,2454964.797205,2026-06-10 03:15:13.160,Primary,33.5,0.4256937,285.29358,45.79964,13.6
2026-06-09,ETAMU,KIC 08481574,Kepler,2454964.728369,2026-06-10 03:15:14.378,Primary,33.0,0.3268648,285.56823,44.57252,13.94
2026-06-09,ETAMU,KIC 12004834,Kepler,2455002.041,2026-06-10 03:16:09.104,Primary,34.0,0.2623168,286.53805,50.46389,14.72
2026-06-09,ETAMU,TIC 0258923466,TESS,2458940.010048,2026-06-10 03:17:08.091,Primary,35.4,4.8741958,288.6679866649,71.5131213213,12.95
2026-06-09,ETAMU,KIC 06836140,Kepler,2454964.661378,2026-06-10 03:17:59.246,Primary,36.1,0.487721,281.04071,42.39786,14.65
2026-06-09,ETAMU,KIC 07740302,Kepler,2454953.656746,2026-06-10 03:18:14.526,Secondary,32.5,1.1535089,286.64332,43.45979,12.0
2026-06-09,ETAMU,KIC 10322296,Kepler,2454964.780304,2026-06-10 03:18:57.696,Secondary,35.8,0.3150326,283.39154,47.43648,12.72
2026-06-09,ETAMU,KIC 09948201,Kepler,2454964.901895,2026-06-10 03:19:01.454,Primary,31.0,0.303181,290.49906,46.88497,14.37
2026-06-09,ETAMU,HJ WASP-55b,HotJupiter,2455737.93919,2026-06-10 03:19:42.278,Secondary,38.5,4.465631,203.7581951,-17.5034961,11.75
2026-06-09,ETAMU,KIC 09205993,Kepler,2455000.494728,2026-06-10 03:21:04.453,Primary,34.2,1.2197374,285.72537,45.66643,14.87
2026-06-09,ETAMU,KIC 08948424,Kepler,2454965.36037,2026-06-10 03:23:52.303,Primary,31.5,5.8888397,290.21007,45.25176,12.97
2026-06-09,ETAMU,KIC 04249218,Kepler,2454964.857382,2026-06-10 03:24:01.141,Secondary,31.4,0.3161948,287.70774,39.31352,13.86
2026-06-09,ETAMU,KIC 07107567,Kepler,2455000.300464,2026-06-10 03:25:40.463,Secondary,32.2,0.8125981,288.49568,42.69558,14.23
2026-06-09,ETAMU,KIC 11404698,Kepler,2454964.788397,2026-06-10 03:26:27.948,Secondary,31.4,0.5901921,292.78288,49.2304,14.85
2026-06-09,ETAMU,KIC 10904857,Kepler,2454997.432212,2026-06-10 03:26:30.631,Primary,37.5,3.1208306,282.9662,48.34505,14.8
2026-06-09,ETAMU,KIC 11303526,Kepler,2454954.138339,2026-06-10 03:26:36.869,Primary,30.0,0.7200905,294.94558,49.03028,13.0
2026-06-09,ETAMU,KIC 10255110,Kepler,2454953.62364,2026-06-10 03:26:42.420,Secondary,37.7,0.3367025,282.49883,47.33081,13.49
2026-06-09,ETAMU,KIC 12785282,Kepler,2454953.956353,2026-06-10 03:27:45.462,Primary,33.7,0.7887499,290.47124,52.0285,13.52
2026-06-09,ETAMU,KIC 07272739,Kepler,2454964.852294,2026-06-10 03:29:23.984,Primary,32.7,0.2811646,288.85717,42.81256,12.96
2026-06-09,ETAMU,KIC 10447902,Kepler,2454964.634577,2026-06-10 03:30:17.724,Primary,39.7,0.3374641,280.47693,47.65504,14.92
2026-06-09,ETAMU,KIC 04350454,Kepler,2454964.942703,2026-06-10 03:30:27.617,Secondary,33.2,0.9656582,287.05247,39.48793,13.62
2026-06-09,ETAMU,KIC 02571439,Kepler,2454964.701572,2026-06-10 03:30:51.498,Primary,30.2,0.3209791,290.46933,37.85522,14.7
2026-06-09,ETAMU,KIC 11410485,Kepler,2454964.854909,2026-06-10 03:32:33.053,Primary,30.7,0.4287929,295.49324,49.29955,13.69
2026-06-09,ETAMU,KIC 08545456,Kepler,2454953.665175,2026-06-10 03:34:11.074,Primary,36.6,0.3152045,285.0947,44.66625,11.72
2026-06-09,ETAMU,KIC 07871200,Kepler,2454953.67732,2026-06-10 03:34:18.815,Primary,38.1,0.2429038,282.71821,43.67002,12.8
2026-06-09,ETAMU,KIC 03221207,Kepler,2454953.960358,2026-06-10 03:35:37.875,Secondary,33.5,0.4738303,287.34089,38.32567,11.98
2026-06-09,ETAMU,KIC 09512958,Kepler,2455005.742909,2026-06-10 03:36:39.958,Primary,37.6,3.2371513,284.83842,46.19893,10.96
2026-06-09,ETAMU,KIC 06287172,Kepler,2454953.651911,2026-06-10 03:38:44.167,Secondary,31.4,0.2038732,292.49867,41.62916,12.71
2026-06-09,ETAMU,KIC 11652545,Kepler,2454953.798155,2026-06-10 03:39:18.904,Secondary,37.7,0.4127947,286.23128,49.77877,13.44
2026-06-09,ETAMU,KIC 10322582,Kepler,2454964.559511,2026-06-10 03:39:35.177,Secondary,39.2,0.2912692,283.54135,47.48505,14.8
2026-06-09,ETAMU,KIC 09533508,Kepler,2455002.057477,2026-06-10 03:39:52.500,Primary,31.5,0.3735371,294.68259,46.1016,14.31
2026-06-09,ETAMU,KIC 05174346,Kepler,2455002.130574,2026-06-10 03:42:01.167,Primary,35.0,0.3505923,287.83325,40.31916,14.29
2026-06-09,ETAMU,KIC 07013934,Kepler,2454953.767682,2026-06-10 03:43:11.432,Secondary,38.3,0.6413681,284.32014,42.53901,12.94
2026-06-09,ETAMU,KIC 07199353,Kepler,2454964.814394,2026-06-10 03:43:28.980,Secondary,33.3,0.2819867,291.48486,42.73776,14.49
2026-06-09,ETAMU,KIC 03351945,Kepler,2454965.3297,2026-06-10 03:43:38.735,Secondary,30.2,1.0805381,293.88445,38.44571,14.73
2026-06-09,ETAMU,KIC 12350008,Kepler,2455002.014438,2026-06-10 03:43:44.355,Primary,38.0,0.1845296,287.25986,51.15424,14.6
2026-06-09,ETAMU,KIC 05524325,Kepler,2454999.679313,2026-06-10 03:43:47.228,Secondary,34.6,0.6249787,288.90385,40.77099,14.96
2026-06-09,ETAMU,KIC 09149789,Kepler,2454964.66868,2026-06-10 03:43:55.151,Secondary,35.2,0.7050231,289.85889,45.50382,14.87
2026-06-09,ETAMU,KIC 09071373,Kepler,2454953.991362,2026-06-10 03:43:57.298,Primary,39.8,0.421769,283.15909,45.41562,13.07
2026-06-09,ETAMU,KIC 12305537,Kepler,2454953.653484,2026-06-10 03:44:19.114,Secondary,36.2,0.361815,290.28489,51.03359,11.91
2026-06-09,ETAMU,KIC 06046061,Kepler,2454919.45441,2026-06-10 03:45:07.696,Primary,32.1,0.2972557,292.93909,41.31136,14.99
2026-06-09,ETAMU,KIC 09637239,Kepler,2454954.062934,2026-06-10 03:45:30.817,Primary,38.5,0.7730257,285.73335,46.37821,13.05
2026-06-09,ETAMU,KIC 02854752,Kepler,2454964.893006,2026-06-10 03:46:17.158,Secondary,32.0,0.4704329,291.93574,38.00629,13.99
2026-06-09,ETAMU,KIC 03839964,Kepler,2454964.7914319998,2026-06-10 03:46:25.314,Secondary,35.0,0.2561499,288.29389,38.97806,14.6
2026-06-09,ETAMU,KIC 07975824,Kepler,2455000.053919,2026-06-10 03:48:13.733,Primary,30.7,0.4037503,296.9287,43.79188,14.65
2026-06-09,ETAMU,KIC 04574310,Kepler,2454954.661614,2026-06-10 03:49:15.530,Secondary,30.9,1.3062201,294.99365,39.64282,13.24
2026-06-09,ETAMU,KIC 03458919,Kepler,2454964.815308,2026-06-10 03:50:02.813,Secondary,30.5,0.892061,295.1403,38.59754,13.81
2026-06-09,ETAMU,KIC 08696274,Kepler,2454964.693053,2026-06-10 03:50:40.678,Secondary,33.1,0.3914865,294.49296,44.83221,14.1
2026-06-09,ETAMU,KIC 08241252,Kepler,2454964.64794,2026-06-10 03:51:07.889,Secondary,32.9,0.3540438,294.59259,44.19316,14.88
2026-06-09,ETAMU,KIC 11135978,Kepler,2454953.926345,2026-06-10 03:51:49.975,Primary,36.5,0.2920594,291.04135,48.71801,12.33
2026-06-09,ETAMU,KIC 08108785,Kepler,2454964.6407,2026-06-10 03:51:56.027,Secondary,32.2,0.2288269,295.60326,43.92563,14.76
2026-06-09,ETAMU,KIC 05527172,Kepler,2454975.414638,2026-06-10 03:52:15.420,Secondary,35.5,3.1839666,289.8181,40.72392,12.68
2026-06-09,ETAMU,KIC 10357852,Kepler,2454954.071041,2026-06-10 03:52:41.357,Secondary,31.7,0.488341,298.11173,47.4911,13.06
2026-06-09,ETAMU,KIC 08696327,Kepler,2455000.020604,2026-06-10 03:52:43.573,Secondary,33.4,0.8792289,294.5113,44.80673,14.59
2026-06-09,ETAMU,KIC 04247791,Kepler,2454956.035723,2026-06-10 03:53:09.601,Primary,37.3,4.1008708,287.16485,39.37694,11.26
2026-06-09,ETAMU,KIC 07382250,Kepler,2454954.984264,2026-06-10 03:53:25.948,Primary,31.2,1.4187322,297.05655,42.9832,12.01
2026-06-09,ETAMU,KIC 04669592,Kepler,2454964.986279,2026-06-10 03:53:43.245,Secondary,31.3,0.3784276,295.57399,39.70061,13.08
2026-06-09,ETAMU,KIC 10934755,Kepler,2454964.84245,2026-06-10 03:54:35.794,Primary,32.5,0.7864843,297.70754,48.33769,14.4
2026-06-09,ETAMU,KIC 08122124,Kepler,2454964.612833,2026-06-10 03:54:42.256,Secondary,30.4,0.2492776,299.01957,43.95756,13.64
2026-06-09,ETAMU,KIC 09472174,Kepler,2454953.643178,2026-06-10 03:55:04.565,Primary,34.0,0.1257653,294.63588,46.06643,12.26
2026-06-09,ETAMU,KIC 05269407,Kepler,2454965.645124,2026-06-10 03:55:08.094,Secondary,35.8,0.9588711,290.0908,40.46182,14.16
2026-06-09,ETAMU,KIC 09030509,Kepler,2454964.962189,2026-06-10 03:55:35.712,Secondary,33.8,0.4017846,294.81013,45.39333,14.48
2026-06-09,ETAMU,KIC 09002076,Kepler,2454953.989731,2026-06-10 03:55:51.134,Primary,41.9,0.481405,283.08702,45.39037,12.26
2026-06-09,ETAMU,KIC 07518816,Kepler,2454953.691277,2026-06-10 03:56:11.525,Primary,37.4,0.46658,288.96566,43.10757,12.85
2026-06-09,ETAMU,KIC 09772642,Kepler,2454953.633778,2026-06-10 03:56:21.863,Secondary,35.7,0.2754317,292.70374,46.58953,13.55
2026-06-09,ETAMU,KIC 09898401,Kepler,2454964.733972,2026-06-10 03:56:32.511,Secondary,34.3,0.1527742,294.84483,46.70418,12.07
2026-06-09,ETAMU,KIC 09020289,Kepler,2454964.859201,2026-06-10 03:56:33.466,Secondary,36.4,0.3840279,291.22538,45.32558,14.74
2026-06-09,ETAMU,KIC 06370665,Kepler,2454965.405285,2026-06-10 03:56:35.406,Primary,33.6,0.9323156,293.89566,41.76007,14.0
2026-06-09,ETAMU,KIC 04464999,Kepler,2454953.822183,2026-06-10 03:57:31.376,Secondary,34.7,0.4341644,291.79057,39.59378,13.37
2026-06-09,ETAMU,KIC 10855535,Kepler,2454964.629315,2026-06-10 03:57:51.023,Secondary,38.5,0.1127824,289.21187,48.20314,13.87
2026-06-09,ETAMU,KIC 07368451,Kepler,2454953.941515,2026-06-10 03:58:20.451,Primary,34.5,0.3733774,293.52576,42.96069,11.89
2026-06-09,ETAMU,KIC 08554005,Kepler,2454954.006655,2026-06-10 03:58:28.642,Primary,37.8,0.6083407,289.52263,44.68757,12.71
2026-06-09,ETAMU,KIC 04857282,Kepler,2454904.264881,2026-06-10 03:58:31.527,Primary,31.1,0.2507526,297.08983,39.90389,14.17
2026-06-09,ETAMU,KIC 06766325,Kepler,2454964.712111,2026-06-10 03:58:48.531,Primary,38.3,0.4399657,288.19663,42.27515,13.77
2026-06-09,ETAMU,KIC 08019043,Kepler,2454954.018799,2026-06-10 03:59:34.530,Secondary,38.8,1.9855864,288.08748,43.87613,11.43
2026-06-09,ETAMU,KIC 05290305,Kepler,2455000.301664,2026-06-10 03:59:52.208,Primary,32.4,0.6205088,295.8864,40.45598,14.29
2026-06-09,ETAMU,KIC 07542091,Kepler,2454953.873119,2026-06-10 03:59:57.232,Secondary,33.3,0.3904993,295.71668,43.16462,12.34
2026-06-09,ETAMU,KIC 09228778,Kepler,2454954.088082,2026-06-10 04:00:21.307,Primary,34.0,1.5665945,295.77704,45.67356,12.04
2026-06-09,ETAMU,KIC 03853259,Kepler,2454964.780871,2026-06-10 04:00:42.916,Secondary,34.8,0.2766478,292.24471,38.92317,13.92
2026-06-09,ETAMU,KIC 08587792,Kepler,2454953.660533,2026-06-10 04:01:05.229,Secondary,30.8,0.3681687,300.28273,44.67033,11.82
2026-06-09,ETAMU,KIC 09725155,Kepler,2454953.898971,2026-06-10 04:01:16.439,Primary,33.3,1.1271457,297.35974,46.40248,12.75
2026-06-09,ETAMU,KIC 11246163,Kepler,2454964.563148,2026-06-10 04:01:36.259,Primary,36.9,0.2792275,292.87457,48.98403,14.6
2026-06-09,ETAMU,KIC 09541127,Kepler,2454953.97494,2026-06-10 04:02:10.379,Primary,33.5,0.5366512,297.28385,46.11806,12.56
2026-06-09,ETAMU,KIC 10847118,Kepler,2454964.702947,2026-06-10 04:02:14.915,Secondary,42.2,0.2935526,284.79869,48.26332,13.97
2026-06-09,ETAMU,HJ TOI-1273b,HotJupiter,2458712.3468,2026-06-10 04:02:29.760,Secondary,64.2,4.631296,214.1208564,58.3902534,10.98
2026-06-09,ETAMU,KIC 07280704,Kepler,2454953.70694,2026-06-10 04:02:52.265,Primary,36.8,0.3243504,291.37544,42.81133,13.06
2026-06-09,ETAMU,KIC 09944907,Kepler,2454964.826351,2026-06-10 04:03:01.113,Primary,39.4,0.6134398,288.8836,46.86978,13.7
2026-06-09,ETAMU,KIC 08231231,Kepler,2454954.089687,2026-06-10 04:03:01.670,Secondary,37.4,0.7116099,291.04068,44.11573,12.3
2026-06-09,ETAMU,KIC 09722737,Kepler,2454964.973968,2026-06-10 04:03:15.144,Secondary,34.2,0.418528,296.62838,46.42462,14.93
2026-06-09,ETAMU,KIC 05478466,Kepler,2454964.857262,2026-06-10 04:03:24.285,Primary,30.8,0.4825013,299.0945,40.6942,14.23
2026-06-09,ETAMU,KIC 09767392,Kepler,2454999.580215,2026-06-10 04:03:35.794,Primary,38.4,2.9145155,290.47805,46.53794,14.71
2026-06-09,ETAMU,KIC 09145707,Kepler,2454964.766143,2026-06-10 04:03:44.874,Secondary,40.1,0.3207706,287.74745,45.51804,14.75
2026-06-09,ETAMU,KIC 05790912,Kepler,2454964.715689,2026-06-10 04:04:32.057,Primary,36.4,0.3833172,291.80887,41.01422,14.49
2026-06-09,ETAMU,KIC 09882280,Kepler,2454964.87713,2026-06-10 04:05:07.032,Primary,40.5,0.289075,287.72297,46.79619,14.52
2026-06-09,ETAMU,KIC 07130044,Kepler,2454964.695612,2026-06-10 04:05:15.845,Primary,34.5,0.297665,295.27424,42.66894,14.3
2026-06-09,ETAMU,KIC 07691553,Kepler,2454964.870939,2026-06-10 04:05:20.061,Primary,35.0,0.3483078,294.73967,43.3763,14.62
2026-06-09,ETAMU,KIC 10350225,Kepler,2454964.827478,2026-06-10 04:05:38.110,Primary,35.3,0.2820697,295.80233,47.43986,14.78
2026-06-09,ETAMU,KIC 08143757,Kepler,2454964.839296,2026-06-10 04:06:02.570,Secondary,44.7,0.3565228,281.48528,44.00968,14.76
2026-06-09,ETAMU,KIC 08059303,Kepler,2454953.882602,2026-06-10 04:06:40.335,Primary,31.4,0.3734259,300.48892,43.86798,13.47
2026-06-09,ETAMU,KIC 07051984,Kepler,2454964.539453,2026-06-10 04:06:45.917,Secondary,33.7,0.6781334,296.70186,42.50864,12.77
2026-06-09,ETAMU,KIC 09612468,Kepler,2454953.603803,2026-06-10 04:07:08.510,Primary,32.5,0.1334715,299.98213,46.26232,11.53
2026-06-09,ETAMU,KIC 08972908,Kepler,2455092.58974,2026-06-10 04:07:11.703,Secondary,33.7,4.2001251,297.87373,45.24537,12.58
2026-06-09,ETAMU,KIC 04458989,Kepler,2454954.158637,2026-06-10 04:07:26.343,Primary,37.8,0.5298544,290.00149,39.53394,12.94
2026-06-09,ETAMU,KIC 11604958,Kepler,2454964.653176,2026-06-10 04:07:29.303,Secondary,40.7,0.2989297,288.63754,49.62468,13.94
2026-06-09,ETAMU,KIC 09237755,Kepler,2454964.777807,2026-06-10 04:07:34.633,Secondary,33.5,0.3316703,298.38087,45.62769,14.22
2026-06-09,ETAMU,KIC 09356753,Kepler,2454953.947585,2026-06-10 04:07:55.888,Secondary,34.5,0.5926789,297.0435,45.86692,12.97
2026-06-09,ETAMU,KIC 11967004,Kepler,2454966.109021,2026-06-10 04:08:11.729,Secondary,37.7,1.9416358,293.6807,50.30029,13.9
2026-06-09,ETAMU,KIC 05022908,Kepler,2454999.972021,2026-06-10 04:08:18.978,Primary,34.5,0.6372483,295.01239,40.17775,14.31
2026-06-09,ETAMU,KIC 06443392,Kepler,2454953.619364,2026-06-10 04:08:35.874,Secondary,37.2,0.7769761,291.99298,41.88413,12.72
2026-06-09,ETAMU,KIC 08822555,Kepler,2455000.236074,2026-06-10 04:09:07.764,Secondary,37.1,0.8528415,293.29317,45.042,14.41
2026-06-09,ETAMU,KIC 10815379,Kepler,2455002.316811,2026-06-10 04:09:20.037,Secondary,34.6,0.8905202,298.09264,48.10449,11.24
2026-06-09,ETAMU,KIC 05685072,Kepler,2454964.626512,2026-06-10 04:09:52.735,Secondary,43.2,0.2559051,283.90918,40.98257,13.19
2026-06-09,ETAMU,KIC 06281103,Kepler,2454964.870623,2026-06-10 04:10:03.004,Primary,38.5,0.3632807,290.46718,41.67451,14.9
2026-06-09,ETAMU,KIC 08397675,Kepler,2454953.720983,2026-06-10 04:10:08.196,Primary,31.5,0.5532589,301.47576,44.31975,13.5
2026-06-09,ETAMU,HJ CoRoT-11b,HotJupiter,2454597.679,2026-06-10 04:10:13.616,Secondary,31.6,2.99433,280.6872998,5.9376586,12.9
2026-06-09,ETAMU,HJ Kepler-1698b,HotJupiter,2454965.39322,2026-06-10 04:10:57.866,Primary,35.9,1.210693282,293.3450181,39.2577469,13.05
2026-06-09,ETAMU,KIC 11012801,Kepler,2454964.730294,2026-06-10 04:11:11.208,Primary,45.7,0.3673112,281.73889,48.51383,14.22
2026-06-09,ETAMU,KIC 11805235,Kepler,2454964.735922,2026-06-10 04:11:57.380,Primary,42.6,0.3951932,286.77567,50.0708,14.72
2026-06-09,ETAMU,KIC 08394040,Kepler,2454964.878453,2026-06-10 04:13:05.472,Primary,32.8,0.3021265,300.29581,44.34941,14.46
2026-06-09,ETAMU,KIC 07941050,Kepler,2454964.782894,2026-06-10 04:13:49.972,Secondary,44.8,0.2979811,283.28906,43.79083,14.98
2026-06-09,ETAMU,KIC 08758161,Kepler,2454953.832607,2026-06-10 04:14:12.251,Primary,37.7,0.9982176,293.6205,44.96732,12.46
2026-06-09,ETAMU,KIC 09994475,Kepler,2454964.732027,2026-06-10 04:14:14.393,Primary,45.3,0.3184064,282.99861,46.93069,14.3
2026-06-09,ETAMU,KIC 06387450,Kepler,2454968.269124,2026-06-10 04:14:33.319,Secondary,33.9,3.6613261,298.09172,41.79413,14.35
2026-06-09,ETAMU,KIC 04569923,Kepler,2454964.657797,2026-06-10 04:14:34.270,Secondary,36.3,0.3135835,293.93753,39.6586,13.87
2026-06-09,ETAMU,KIC 05557368,Kepler,2454953.768264,2026-06-10 04:15:04.307,Primary,33.9,0.2979309,297.73495,40.76785,12.65
2026-06-09,ETAMU,KIC 09665086,Kepler,2455000.079903,2026-06-10 04:15:04.799,Secondary,35.5,0.2965356,297.61768,46.39329,13.88
2026-06-09,ETAMU,HJ Kepler-1983b,HotJupiter,2454965.13211,2026-06-10 04:15:44.026,Primary,34.3,7.32849062,297.042015,39.9121864,14.52
2026-06-09,ETAMU,KIC 10007533,Kepler,2454965.039252,2026-06-10 04:16:45.943,Secondary,40.9,0.6480635,290.09953,46.98715,13.88
2026-06-09,ETAMU,KIC 12458133,Kepler,2454964.89951,2026-06-10 04:16:49.965,Primary,41.3,0.3325218,290.17123,51.37766,14.07
2026-06-09,ETAMU,KIC 11873166,Kepler,2454953.914736,2026-06-10 04:16:52.436,Secondary,37.4,1.4688524,296.19349,50.12918,13.47
2026-06-09,ETAMU,KIC 06791604,Kepler,2454964.682474,2026-06-10 04:17:37.740,Secondary,36.3,0.5288055,295.67554,42.24059,13.92
2026-06-09,ETAMU,KIC 06699679,Kepler,2454953.612834,2026-06-10 04:18:26.712,Secondary,37.5,0.2012033,294.09552,42.16157,11.57
2026-06-09,ETAMU,KIC 11826400,Kepler,2454956.000227,2026-06-10 04:18:30.219,Secondary,36.8,5.8893723,297.51345,50.07481,12.47
2026-06-09,ETAMU,KIC 10267044,Kepler,2454964.860903,2026-06-10 04:19:31.680,Primary,42.3,0.4300365,288.86926,47.36998,14.04
2026-06-09,ETAMU,KIC 05213466,Kepler,2455165.534389,2026-06-10 04:19:35.827,Primary,34.3,2.8193115,298.12992,40.39986,13.07
2026-06-09,ETAMU,KIC 06390205,Kepler,2454964.657643,2026-06-10 04:19:54.300,Secondary,34.4,0.4494018,298.66462,41.78,12.55
2026-06-09,ETAMU,KIC 09579192,Kepler,2454960.531202,2026-06-10 04:20:09.191,Secondary,43.1,12.0835421,287.63185,46.2987,12.34
2026-06-09,ETAMU,KIC 03439180,Kepler,2455002.039112,2026-06-10 04:20:09.411,Primary,39.9,0.3250651,290.16903,38.53913,14.37
2026-06-09,ETAMU,KIC 05620981,Kepler,2454964.759352,2026-06-10 04:20:28.501,Secondary,39.0,0.3335163,292.12721,40.8834,14.87
2026-06-09,ETAMU,TIC 0158491288,TESS,2458694.344571,2026-06-10 04:20:32.028,Secondary,43.2,12.0835487,287.6318474714,46.2987048761,11.99
2026-06-09,ETAMU,KIC 07506446,Kepler,2454964.894098,2026-06-10 04:20:46.563,Primary,45.5,0.3525999,283.8507,43.12293,14.22
2026-06-09,ETAMU,KIC 11405559,Kepler,2454964.84459,2026-06-10 04:21:22.743,Secondary,39.9,0.2849367,293.22563,49.24258,13.69
2026-06-09,ETAMU,KIC 07220320,Kepler,2455000.142187,2026-06-10 04:21:27.154,Primary,36.1,0.7521576,297.10819,42.75291,14.08
2026-06-09,ETAMU,KIC 08758716,Kepler,2454953.672989,2026-06-10 04:21:41.574,Primary,38.9,0.1072049,293.85188,44.94942,13.53
2026-06-09,ETAMU,KIC 09451096,Kepler,2454954.729422,2026-06-10 04:21:49.600,Primary,45.3,1.2503908,284.80712,46.09801,12.64
2026-06-09,ETAMU,KIC 09508954,Kepler,2455002.29276,2026-06-10 04:21:54.737,Secondary,46.9,1.1006461,282.50437,46.19983,14.65
2026-06-09,ETAMU,KIC 06042031,Kepler,2454964.565621,2026-06-10 04:22:30.938,Secondary,39.8,0.5371037,291.69062,41.33289,13.08
2026-06-09,ETAMU,KIC 10292413,Kepler,2454954.202209,2026-06-10 04:24:09.793,Primary,36.9,0.5591588,298.12289,47.32529,13.19
2026-06-09,ETAMU,KIC 08953257,Kepler,2454965.919288,2026-06-10 04:24:34.590,Secondary,40.8,3.2217848,291.92064,45.24703,14.6
2026-06-09,ETAMU,KIC 07375612,Kepler,2454953.638704,2026-06-10 04:25:09.569,Secondary,37.9,0.1600729,295.46696,42.92787,12.04
2026-06-09,ETAMU,KIC 03848972,Kepler,2455001.998566,2026-06-10 04:26:01.508,Primary,40.4,0.7410574,291.07125,38.99902,14.49
2026-06-09,ETAMU,KIC 06045264,Kepler,2454965.634157,2026-06-10 04:26:10.649,Primary,39.8,0.9093104,292.6973,41.33464,13.44
2026-06-09,ETAMU,KIC 05123176,Kepler,2454953.903419,2026-06-10 04:26:17.060,Secondary,35.9,0.7078436,297.64008,40.23609,11.46
2026-06-09,ETAMU,KIC 06504095,Kepler,2454964.632606,2026-06-10 04:26:46.618,Primary,45.7,0.3067755,284.96093,41.94689,14.84
2026-06-09,ETAMU,KIC 11236035,Kepler,2455157.203865,2026-06-10 04:26:59.461,Secondary,44.5,2.3190031,287.51459,48.93462,14.65
2026-06-09,ETAMU,KIC 05376552,Kepler,2454954.083822,2026-06-10 04:28:19.480,Secondary,37.8,0.5038186,295.60981,40.59833,12.86
2026-06-09,ETAMU,KIC 09274472,Kepler,2454964.726022,2026-06-10 04:28:29.304,Primary,43.6,0.3020905,288.99454,45.77912,13.92
2026-06-09,ETAMU,KIC 07457163,Kepler,2454954.116481,2026-06-10 04:28:44.087,Secondary,38.7,0.7746042,295.27382,43.05996,12.44
2026-06-09,ETAMU,KIC 07766185,Kepler,2454954.554702,2026-06-10 04:28:44.662,Secondary,38.3,0.8354573,296.01641,43.43675,12.11
2026-06-09,ETAMU,KIC 10684673,Kepler,2455026.598808,2026-06-10 04:28:55.889,Primary,37.6,0.1925563,298.42667,47.97423,11.12
2026-06-09,ETAMU,KIC 09272276,Kepler,2454953.698094,2026-06-10 04:29:00.451,Secondary,44.5,0.280613,287.74768,45.72146,13.16
2026-06-09,ETAMU,KIC 05615528,Kepler,2454964.771134,2026-06-10 04:29:08.944,Secondary,41.9,0.3391748,290.40884,40.8287,14.56
2026-06-09,ETAMU,KIC 09833806,Kepler,2454964.729734,2026-06-10 04:29:10.966,Primary,41.0,0.3931764,293.0487,46.61657,13.5
2026-06-09,ETAMU,KIC 02858322,Kepler,2454964.659801,2026-06-10 04:29:28.644,Primary,39.6,0.4363999,292.6746,38.06483,14.75
2026-06-09,ETAMU,KIC 06880727,Kepler,2454965.032712,2026-06-10 04:30:05.230,Secondary,38.0,0.4127365,296.43914,42.38359,13.68
2026-06-09,ETAMU,KIC 07627059,Kepler,2455002.006219,2026-06-10 04:30:07.809,Secondary,37.7,0.3236502,297.1142,43.21433,14.87
2026-06-09,ETAMU,KIC 08894630,Kepler,2454954.049453,2026-06-10 04:30:45.712,Secondary,39.7,1.0840008,294.99013,45.12718,11.54
2026-06-09,ETAMU,KIC 07821450,Kepler,2454964.681405,2026-06-10 04:31:19.382,Primary,42.0,0.3147619,291.46779,43.54983,14.94
2026-06-09,ETAMU,KIC 04651526,Kepler,2454999.972379,2026-06-10 04:31:32.394,Primary,41.9,0.2981451,290.73879,39.77079,14.75
