time,flux,flux_err,time_original,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
-18.711939366183927,0.9991526187293694,0.0016758332730042174,1476.1971506335587,9.4290554e-05,179094,1659.51106,1928.41716,5.8712212e+03,9.7850361e+00,1.0019678e+03,3.4426744e+00,6.5867754e+03,1.1047699e+01,0,,,,,1659.51106,1.1454168e-03,1928.41716,1.1330626e-03,-2.2218968e-03,6.3046113e-02
-18.710550474469336,0.9996980676301997,0.0016763203562430297,1476.1985395254376,9.4294119e-05,179095,1659.51365,1928.42228,5.8725269e+03,9.7878132e+00,1.0039435e+03,3.4493613e+00,6.5903257e+03,1.1050834e+01,0,,,,,1659.51365,1.1452471e-03,1928.42228,1.1323289e-03,-2.9353643e-04,6.9233976e-02
-18.70916158240153,1.0029485181618885,0.001677817076278288,1476.1999284173096,9.4297677e-05,179096,1659.51355,1928.41799,5.8922939e+03,9.7965155e+00,1.0010533e+03,3.4366868e+00,6.6117285e+03,1.1060658e+01,0,,,,,1659.51355,1.1450887e-03,1928.41799,1.1292708e-03,-1.9136630e-03,6.4432964e-02
-18.70777269068694,0.9992390357288677,0.0016765411322927626,1476.2013173091825,9.4301235e-05,179097,1659.51366,1928.41883,5.8720742e+03,9.7891369e+00,1.0054142e+03,3.4535437e+00,6.5873223e+03,1.1052327e+01,0,,,,,1659.51366,1.1449812e-03,1928.41883,1.1344429e-03,-5.3550495e-04,6.6473320e-02
-18.70638379861914,1.0001997451371396,0.0016789735416359985,1476.2027062010475,9.4304785e-05,179098,1659.51448,1928.42101,5.8754360e+03,9.8034496e+00,1.0084356e+03,3.4559512e+00,6.5937305e+03,1.1068488e+01,0,,,,,1659.51448,1.1464602e-03,1928.42101,1.1355928e-03,-1.1678322e-03,6.6123955e-02
-18.70499490690455,1.001832545334406,0.0016775739579803714,1476.2040950929124,9.4308336e-05,179099,1659.50844,1928.42015,5.8866030e+03,9.7952700e+00,1.0019692e+03,3.4435437e+00,6.6044888e+03,1.1059252e+01,0,,,,,1659.50844,1.1443741e-03,1928.42015,1.1305155e-03,-2.3230179e-03,6.7616165e-02
-18.703606014836744,0.9999934731686766,0.001679576770251425,1476.20548398477,9.4311879e-05,179100,1659.51291,1928.42038,5.8779834e+03,9.8070860e+00,1.0018238e+03,3.4494965e+00,6.5924468e+03,1.1072593e+01,0,,,,,1659.51291,1.1478527e-03,1928.42038,1.1373266e-03,-2.7516719e-03,6.6992983e-02
-18.702217123122153,1.0006669522324065,0.0016765610249331422,1476.2068728766276,9.4315423e-05,179101,1659.51430,1928.40933,5.8792241e+03,9.7894316e+00,1.0036097e+03,3.4404540e+00,6.5968560e+03,1.1052660e+01,0,,,,,1659.51430,1.1448500e-03,1928.40933,1.1320444e-03,-1.9319874e-03,5.8106389e-02
-18.700828231407563,0.9992908482248536,0.0016767423420636536,1476.2082617684785,9.4318959e-05,179102,1659.51723,1928.42033,5.8727080e+03,9.7905235e+00,1.0078217e+03,3.4456596e+00,6.5878071e+03,1.1053894e+01,0,,,,,1659.51723,1.1462477e-03,1928.42033,1.1348489e-03,7.0193608e-04,6.7204714e-02
-18.69943933933976,1.0006328373696955,0.0016776555421236295,1476.2096506603289,9.4322495e-05,179103,1659.51340,1928.42098,5.8815850e+03,9.7958202e+00,1.0053412e+03,3.4483225e+00,6.5966299e+03,1.1059874e+01,0,,,,,1659.51340,1.1441521e-03,1928.42098,1.1312554e-03,-4.0467412e-04,6.7787066e-02
-18.69805044762517,1.0025594298480607,0.0016787207382467986,1476.2110395521713,9.4326024e-05,179104,1659.51421,1928.41915,5.8910190e+03,9.8020544e+00,1.0068148e+03,3.4503500e+00,6.6093403e+03,1.1066912e+01,0,,,,,1659.51421,1.1434538e-03,1928.41915,1.1312371e-03,-7.3731277e-04,6.7446120e-02
-18.69666155591058,1.0007420390387827,0.0016777674410904475,1476.2124284440151,9.4329553e-05,179105,1659.51148,1928.41852,5.8796416e+03,9.7965212e+00,1.0071220e+03,3.4511576e+00,6.5973813e+03,1.1060664e+01,0,,,,,1659.51148,1.1436882e-03,1928.41852,1.1324896e-03,-2.1652114e-03,6.6014916e-02
-18.695272663842776,0.9975109706186565,0.0016749312812588256,1476.2138173358514,9.4333074e-05,179106,1659.51244,1928.41867,5.8622812e+03,9.7798843e+00,1.0047413e+03,3.4408193e+00,6.5760298e+03,1.1041882e+01,0,,,,,1659.51244,1.1458342e-03,1928.41867,1.1335755e-03,-2.0535085e-03,6.5229960e-02
-18.693883772128185,0.9997502425042788,0.0016774694622604476,1476.2152062276866,9.4336596e-05,179107,1659.51302,1928.42251,5.8759995e+03,9.7946711e+00,1.0073120e+03,3.4487505e+00,6.5907695e+03,1.1058577e+01,0,,,,,1659.51302,1.1448784e-03,1928.42251,1.1335998e-03,-2.7850801e-03,6.9904208e-02
-18.692494880413594,0.9952389878017865,0.0016749385908941146,1476.2165951195152,9.4340110e-05,179108,1659.51201,1928.42532,5.8496611e+03,9.7798767e+00,1.0064559e+03,3.4465015e+00,6.5610176e+03,1.1041872e+01,0,,,,,1659.51201,1.1511182e-03,1928.42532,1.1358568e-03,-1.4173526e-03,7.0959002e-02
-18.69110598834579,0.9984202444084908,0.0016769688424055637,1476.2179840113442,9.4343624e-05,179109,1659.51496,1928.42234,5.8658945e+03,9.7917233e+00,1.0084064e+03,3.4522474e+00,6.5819844e+03,1.1055247e+01,0,,,,,1659.51496,1.1486453e-03,1928.42234,1.1335961e-03,6.8096467e-04,6.9772132e-02
-18.6897170966312,0.998821406627808,0.0016764421957848718,1476.2193729031655,9.4347131e-05,179110,1659.51367,1928.42139,5.8687310e+03,9.7886343e+00,1.0082839e+03,3.4479496e+00,6.5846196e+03,1.1051760e+01,0,,,,,1659.51367,1.1472397e-03,1928.42139,1.1322442e-03,-1.3754714e-03,6.8377428e-02
-18.68832820491661,0.9973431128259556,0.001676455193963507,1476.2207617949869,9.4350638e-05,179111,1659.51469,1928.41928,5.8602573e+03,9.7886353e+00,1.0085875e+03,3.4551187e+00,6.5748237e+03,1.1051761e+01,0,,,,,1659.51469,1.1482784e-03,1928.41928,1.1345387e-03,-2.7647302e-05,6.6901937e-02
-18.686939312848807,0.9989619180710465,0.001676791607380673,1476.222150686808,9.4354145e-05,179112,1659.51198,1928.42264,5.8678418e+03,9.7905827e+00,1.0104265e+03,3.4492021e+00,6.5854844e+03,1.1053960e+01,0,,,,,1659.51198,1.1455998e-03,1928.42264,1.1350727e-03,-2.7506768e-03,6.8562172e-02
-18.685550421134216,1.000215100081434,0.0016771499218672995,1476.223539578622,9.4357645e-05,179113,1659.50997,1928.41645,5.8734058e+03,9.7926626e+00,1.0104288e+03,3.4474719e+00,6.5937373e+03,1.1056308e+01,0,,,,,1659.50997,1.1460740e-03,1928.41645,1.1338308e-03,-3.8612434e-03,6.3548379e-02
-18.684161529419626,1.0023776360503005,0.0016804406435545634,1476.2249284704294,9.4361138e-05,179114,1659.50902,1928.41628,5.8871665e+03,9.8119106e+00,1.0086526e+03,3.4591889e+00,6.6080166e+03,1.1078040e+01,0,,,,,1659.50902,1.1434157e-03,1928.41628,1.1338439e-03,-4.8383414e-03,6.2173009e-02
-18.68277263735182,1.0017266348800458,0.001676991969322295,1476.2263173622362,9.4364630e-05,179115,1659.51185,1928.41810,5.8819707e+03,9.7916117e+00,1.0067141e+03,3.4448524e+00,6.6036157e+03,1.1055122e+01,0,,,,,1659.51185,1.1445889e-03,1928.41810,1.1329701e-03,-2.1826669e-03,6.3816607e-02
-18.68138374563723,0.999153025420836,0.0016763766991869237,1476.227706254035,9.4368115e-05,179116,1659.51470,1928.42211,5.8717275e+03,9.7880754e+00,1.0051520e+03,3.4453077e+00,6.5866880e+03,1.1051130e+01,0,,,,,1659.51470,1.1465523e-03,1928.42211,1.1343121e-03,1.9791514e-04,7.0470102e-02
-18.67999485392264,0.9994997387368197,0.001677897381933023,1476.2290951458342,9.4371600e-05,179117,1659.51440,1928.42245,5.8728477e+03,9.7969017e+00,1.0091486e+03,3.4511633e+00,6.5889380e+03,1.1061095e+01,0,,,,,1659.51440,1.1475665e-03,1928.42245,1.1338603e-03,1.6479113e-04,6.8911962e-02
-18.67860596220805,1.001113934446978,0.0016771517640706724,1476.2304840376344,9.4375086e-05,179118,1659.51551,1928.42205,5.8812915e+03,9.7925386e+00,1.0053494e+03,3.4422207e+00,6.5995718e+03,1.1056168e+01,0,,,,,1659.51551,1.1448992e-03,1928.42205,1.1325567e-03,-6.4028631e-04,6.8091810e-02
-18.67721707049346,0.9984413829583885,0.001675470311766794,1476.2318729294263,9.4378564e-05,179119,1659.51137,1928.41745,5.8655249e+03,9.7826624e+00,1.0032748e+03,3.4427590e+00,6.5819150e+03,1.1045018e+01,0,,,,,1659.51137,1.1450984e-03,1928.41745,1.1335717e-03,-1.8334114e-03,6.4626195e-02
-18.675828178425657,0.9992427346032754,0.0016778764226081824,1476.2332618212113,9.4382034e-05,179120,1659.51850,1928.42423,5.8706050e+03,9.7967176e+00,1.0060488e+03,3.4497278e+00,6.5872017e+03,1.1060886e+01,0,,,,,1659.51850,1.1470377e-03,1928.42423,1.1347920e-03,3.7851552e-03,7.3010482e-02
-18.674439286711067,1.0039705528787959,0.0016787073965885016,1476.2346507129962,9.4385505e-05,179121,1659.51623,1928.42025,5.8997285e+03,9.8015633e+00,1.0033610e+03,3.4437099e+00,6.6183638e+03,1.1066357e+01,0,,,,,1659.51623,1.1420507e-03,1928.42025,1.1289930e-03,2.3430404e-03,6.7310229e-02
-18.673050394996476,0.9983246621111909,0.0016755034724551107,1476.2360396047811,9.4388975e-05,179122,1659.50989,1928.41732,5.8607554e+03,9.7829294e+00,1.0076878e+03,3.4481180e+00,6.5811943e+03,1.1045319e+01,0,,,,,1659.50989,1.1467130e-03,1928.41732,1.1344512e-03,-4.0855529e-03,6.3613661e-02
-18.671661503281886,0.9978744844489379,0.0016761081463304527,1476.2374284965592,9.4392439e-05,179123,1659.51641,1928.42214,5.8606948e+03,9.7862644e+00,1.0089078e+03,3.4568832e+00,6.5780962e+03,1.1049086e+01,0,,,,,1659.51641,1.1489557e-03,1928.42214,1.1336196e-03,2.6040599e-03,6.9847263e-02
-18.670272611567295,1.0000607417556362,0.001677912851009033,1476.2388173883296,9.4395895e-05,179124,1659.51330,1928.41696,5.8746270e+03,9.7969246e+00,1.0094954e+03,3.4478564e+00,6.5925908e+03,1.1061121e+01,0,,,,,1659.51330,1.1475892e-03,1928.41696,1.1327409e-03,-2.5382624e-03,6.6173151e-02
-18.66888371949949,1.0007969324295287,0.0016778199159007624,1476.2402062800993,9.4399351e-05,179125,1659.51097,1928.41907,5.8782183e+03,9.7963696e+00,1.0031526e+03,3.4509575e+00,6.5974351e+03,1.1060493e+01,0,,,,,1659.51097,1.1459930e-03,1928.41907,1.1352598e-03,-3.2987308e-03,6.8005607e-02
-18.6674948277849,1.0019540977059098,0.0016792151221498384,1476.2415951718697,9.4402807e-05,179126,1659.51143,1928.41860,5.8867637e+03,9.8045444e+00,1.0068008e+03,3.4515967e+00,6.6050825e+03,1.1069723e+01,0,,,,,1659.51143,1.1464012e-03,1928.41860,1.1328573e-03,-2.5784299e-03,6.7267299e-02
-18.66610593607031,0.999455409876147,0.0016781842594457133,1476.2429840636332,9.4406256e-05,179127,1659.51822,1928.42467,5.8728423e+03,9.7985325e+00,1.0086663e+03,3.4532948e+00,6.5886162e+03,1.1062937e+01,0,,,,,1659.51822,1.1499394e-03,1928.42467,1.1342502e-03,1.4783669e-03,7.0940703e-02
-18.66471704435572,0.996658746433026,0.0016754982591929656,1476.244372955389,9.4409697e-05,179128,1659.51520,1928.41980,5.8561685e+03,9.7829571e+00,1.0085638e+03,3.4500632e+00,6.5702520e+03,1.1045351e+01,0,,,,,1659.51520,1.1489437e-03,1928.41980,1.1348281e-03,-1.2099399e-03,6.6862397e-02
-18.663328152641128,1.0015045184711227,0.001677193346898225,1476.2457618471442,9.4413139e-05,179129,1659.50739,1928.41382,5.8803262e+03,9.7928877e+00,1.0000482e+03,3.4462018e+00,6.6022192e+03,1.1056563e+01,0,,,,,1659.50739,1.1454053e-03,1928.41382,1.1324603e-03,-3.4946247e-03,6.1060376e-02
-18.661939260926538,1.000513480943852,0.0016768975355958772,1476.2471507389005,9.4416580e-05,179130,1659.51329,1928.42141,5.8775005e+03,9.7912083e+00,1.0030005e+03,3.4448974e+00,6.5957178e+03,1.1054667e+01,0,,,,,1659.51329,1.1478798e-03,1928.42141,1.1331915e-03,7.3429540e-04,6.8456404e-02
-18.660550369211947,1.0010164657933076,0.0016774220253285487,1476.2485396306497,9.4420015e-05,179131,1659.50738,1928.41341,5.8816641e+03,9.7942839e+00,1.0076215e+03,3.4517028e+00,6.5990430e+03,1.1058140e+01,0,,,,,1659.50738,1.1448450e-03,1928.41341,1.1320272e-03,-6.4253146e-03,5.8768969e-02
-18.659161477497356,0.9966164633274202,0.0016752133762762632,1476.2499285223976,9.4423449e-05,179132,1659.51560,1928.42716,5.8603389e+03,9.7814016e+00,1.0066791e+03,3.4463260e+00,6.5700454e+03,1.1043594e+01,0,,,,,1659.51560,1.1483739e-03,1928.42716,1.1332656e-03,2.1724689e-03,7.1957245e-02
-18.657772585782766,0.9999505008138871,0.0016789966461622486,1476.2513174141388,9.4426876e-05,179133,1659.51126,1928.41793,5.8745464e+03,9.8035173e+00,1.0065391e+03,3.4545498e+00,6.5920415e+03,1.1068563e+01,0,,,,,1659.51126,1.1459179e-03,1928.41793,1.1374251e-03,-3.1952737e-03,6.4875104e-02
-18.656383693714965,1.0000128320314183,0.0016778516826370317,1476.2527063058733,9.4430296e-05,179134,1659.51523,1928.42086,5.8780059e+03,9.7968302e+00,1.0090407e+03,3.4556446e+00,6.5924517e+03,1.1061014e+01,0,,,,,1659.51523,1.1456377e-03,1928.42086,1.1322402e-03,6.7006558e-04,6.6946022e-02
-18.654994802000374,0.9983617194941317,0.001676172565974212,1476.2540951976073,9.4433715e-05,179135,1659.51093,1928.41809,5.8639849e+03,9.7870569e+00,1.0062983e+03,3.4474704e+00,6.5815874e+03,1.1049979e+01,0,,,,,1659.51093,1.1481073e-03,1928.41809,1.1347337e-03,-3.3481531e-03,6.5022580e-02
-18.653605910285783,1.0012443784209426,0.001678533100776398,1476.2554840893413,9.4437135e-05,179136,1659.50874,1928.41920,5.8833701e+03,9.8008347e+00,1.0031693e+03,3.4558907e+00,6.6005879e+03,1.1065536e+01,0,,,,,1659.50874,1.1445232e-03,1928.41920,1.1319043e-03,-4.5275893e-03,6.6226617e-02
-18.652217018571193,1.004188996949603,0.0016793543551281208,1476.256872981068,9.4440547e-05,179137,1659.51534,1928.42245,5.9003037e+03,9.8057165e+00,1.0054612e+03,3.4471641e+00,6.6200581e+03,1.1071047e+01,0,,,,,1659.51534,1.1439547e-03,1928.42245,1.1285145e-03,9.6774299e-04,6.7904912e-02
-18.650828126856602,1.0028160941423463,0.001677724585414954,1476.2582618727872,9.4443953e-05,179138,1659.51246,1928.41841,5.8898994e+03,9.7962952e+00,1.0009879e+03,3.4501359e+00,6.6110718e+03,1.1060410e+01,0,,,,,1659.51246,1.1435671e-03,1928.41841,1.1307689e-03,-1.9009785e-03,6.7414246e-02
-18.64943923514201,0.99962599494111,0.001676980705825846,1476.2596507645073,9.4447358e-05,179139,1659.51309,1928.42179,5.8697847e+03,9.7919455e+00,1.0097051e+03,3.4507709e+00,6.5900366e+03,1.1055499e+01,0,,,,,1659.51309,1.1458566e-03,1928.42179,1.1343769e-03,1.1478052e-04,6.8614438e-02
-18.64805034342742,1.0023698998649477,0.0016789364700511658,1476.261039656212,9.4450748e-05,179140,1659.51252,1928.42306,5.8896299e+03,9.8034258e+00,1.0092610e+03,3.4583545e+00,6.6081670e+03,1.1068461e+01,0,,,,,1659.51252,1.1451343e-03,1928.42306,1.1317743e-03,-1.4424282e-03,6.9654703e-02
-18.64666145171283,1.0007721278076742,0.0016783089703551418,1476.2624285479235,9.4454146e-05,179141,1659.51296,1928.41796,5.8787368e+03,9.7997751e+00,1.0129662e+03,3.4526846e+00,6.5976426e+03,1.1064340e+01,0,,,,,1659.51296,1.1476902e-03,1928.41796,1.1321309e-03,-1.6993729e-03,6.2365614e-02
-18.64527255999824,1.0005715849091699,0.0016780789925924346,1476.263817439629,9.4457537e-05,179142,1659.51440,1928.42021,5.8771221e+03,9.7984114e+00,1.0098362e+03,3.4621310e+00,6.5963062e+03,1.1062799e+01,0,,,,,1659.51440,1.1467013e-03,1928.42021,1.1317348e-03,-1.1792686e-03,6.7712717e-02
-18.64388366828365,0.9993834266113093,0.0016773564494280907,1476.2652063313346,9.4460927e-05,179143,1659.51561,1928.42159,5.8735771e+03,9.7941360e+00,1.0053527e+03,3.4564784e+00,6.5884355e+03,1.1057973e+01,0,,,,,1659.51561,1.1462286e-03,1928.42159,1.1337064e-03,1.2358854e-03,6.9927365e-02
-18.64249477656906,0.9991450982050495,0.0016766121520240952,1476.2665952230386,9.4464318e-05,179144,1659.51098,1928.41906,5.8706904e+03,9.7898560e+00,1.0022642e+03,3.4455302e+00,6.5869082e+03,1.1053140e+01,0,,,,,1659.51098,1.1485663e-03,1928.41906,1.1328949e-03,-2.8222618e-03,6.6539228e-02
-18.64110588485447,1.00219058426094,0.0016808333564074423,1476.2679841147362,9.4467701e-05,179145,1659.51533,1928.42366,5.8914438e+03,9.8145323e+00,1.0037429e+03,3.4463463e+00,6.6070049e+03,1.1081000e+01,0,,,,,1659.51533,1.1468142e-03,1928.42366,1.1330470e-03,8.3232112e-04,6.9207624e-02
-18.63971699349309,0.9981811941292659,0.00167670489418526,1476.2693730064345,9.4471085e-05,179146,1659.51062,1928.41986,5.8675479e+03,9.7903681e+00,1.0086793e+03,3.4477088e+00,6.5805337e+03,1.1053718e+01,0,,,,,1659.51062,1.1463731e-03,1928.41986,1.1340022e-03,-3.1676018e-03,6.7670114e-02
-18.638328101778498,0.9984960094188002,0.0016764210369102598,1476.2707618981246,9.4474461e-05,179147,1659.51598,1928.42068,5.8671719e+03,9.7887735e+00,1.0060847e+03,3.4464107e+00,6.5826519e+03,1.1051918e+01,0,,,,,1659.51598,1.1475570e-03,1928.42068,1.1344092e-03,8.8899932e-04,6.8092443e-02
-18.636939210063908,1.0003853835196979,0.0016774783449970414,1476.2721507898077,9.4477829e-05,179148,1659.51547,1928.42574,5.8775010e+03,9.7950525e+00,1.0070625e+03,3.4483056e+00,6.5951782e+03,1.1059007e+01,0,,,,,1659.51547,1.1466447e-03,1928.42574,1.1329663e-03,9.5601851e-04,7.2032467e-02
-18.635550318349317,1.0001613014261295,0.0016769978065940246,1476.2735396814908,9.4481198e-05,179149,1659.50731,1928.40927,5.8727827e+03,9.7922754e+00,1.0077784e+03,3.4475996e+00,6.5937202e+03,1.1055871e+01,0,,,,,1659.50731,1.1476323e-03,1928.40927,1.1336365e-03,-1.0494949e-02,5.7526805e-02
-18.634161426634726,0.997861308590862,0.001675814781167421,1476.2749285731736,9.4484567e-05,179150,1659.51537,1928.42543,5.8623350e+03,9.7853765e+00,1.0115485e+03,3.4467444e+00,6.5785635e+03,1.1048082e+01,0,,,,,1659.51537,1.1476413e-03,1928.42543,1.1348031e-03,2.5615443e-03,7.1389429e-02
-18.632772534920136,0.9999811029957664,0.0016770079670418193,1476.27631746485,9.4487928e-05,179151,1659.51486,1928.42656,5.8760464e+03,9.7924280e+00,1.0068545e+03,3.4509490e+00,6.5925952e+03,1.1056044e+01,0,,,,,1659.51486,1.1445336e-03,1928.42656,1.1329335e-03,2.0105885e-04,7.3676147e-02
-18.631383643205545,1.0021011407530411,0.00167755505647695,1476.2777063565186,9.4491283e-05,179152,1659.51107,1928.41877,5.8884517e+03,9.7955637e+00,9.9948462e+02,3.4405262e+00,6.6065327e+03,1.1059585e+01,0,,,,,1659.51107,1.1428875e-03,1928.41877,1.1313861e-03,-3.9583602e-04,6.5596096e-02
-18.629994751490955,0.9996162433419118,0.0016771946991629874,1476.2790952481864,9.4494637e-05,179153,1659.51110,1928.41613,5.8733574e+03,9.7934160e+00,1.0081633e+03,3.4513333e+00,6.5901211e+03,1.1057159e+01,0,,,,,1659.51110,1.1452944e-03,1928.41613,1.1339150e-03,-2.4345487e-03,6.3276500e-02
-18.628605859776364,0.9987499552466403,0.0016753249240863207,1476.2804841398554,9.4497991e-05,179154,1659.51511,1928.42640,5.8687954e+03,9.7825289e+00,1.0035870e+03,3.4432135e+00,6.5844302e+03,1.1044867e+01,0,,,,,1659.51511,1.1465173e-03,1928.42640,1.1323419e-03,1.4471419e-03,7.5239182e-02
-18.627216968414988,1.00261125310855,0.0016796915259746012,1476.2818730315173,9.4501338e-05,179155,1659.51466,1928.42101,5.8908921e+03,9.8080120e+00,1.0058376e+03,3.4546604e+00,6.6098779e+03,1.1073640e+01,0,,,,,1659.51466,1.1447115e-03,1928.42101,1.1340558e-03,1.3277655e-03,6.8460815e-02
-18.625828076700397,0.9971853036390608,0.0016757402559254844,1476.2832619231706,9.4504678e-05,179156,1659.51328,1928.42061,5.8602866e+03,9.7848997e+00,1.0099738e+03,3.4522123e+00,6.5740791e+03,1.1047544e+01,0,,,,,1659.51328,1.1480538e-03,1928.42061,1.1338344e-03,-4.5272694e-03,6.6269450e-02
-18.624439184985807,0.998066758929903,0.0016762846778503471,1476.2846508148243,9.4508017e-05,179157,1659.51540,1928.42303,5.8660913e+03,9.7881279e+00,1.0094606e+03,3.4467151e+00,6.5799229e+03,1.1051188e+01,0,,,,,1659.51540,1.1465541e-03,1928.42303,1.1342404e-03,4.0995658e-04,6.9168910e-02
-18.623050293271216,0.9990880567037471,0.001677066373138838,1476.2860397064717,9.4511350e-05,179158,1659.50671,1928.41837,5.8691079e+03,9.7927151e+00,1.0158964e+03,3.4551752e+00,6.5866714e+03,1.1056368e+01,0,,,,,1659.50671,1.1478564e-03,1928.41837,1.1328746e-03,-5.3073382e-03,6.6532895e-02
-18.621661401556626,1.0028422122412046,0.0016778670156523145,1476.2874285981184,9.4514682e-05,179159,1659.51096,1928.41941,5.8861382e+03,9.7973900e+00,1.0086451e+03,3.4489198e+00,6.6114209e+03,1.1061646e+01,0,,,,,1659.51096,1.1437060e-03,1928.41941,1.1321250e-03,-1.6215394e-03,6.4507440e-02
-18.620272509842035,1.0017120176094574,0.0016773674712680208,1476.288817489765,9.4518015e-05,179160,1659.51750,1928.42492,5.8875840e+03,9.7945404e+00,1.0067475e+03,3.4427986e+00,6.6040156e+03,1.1058429e+01,0,,,,,1659.51750,1.1444461e-03,1928.42492,1.1320779e-03,2.9248891e-03,7.2603397e-02
-18.618883618480655,1.0007391680130138,0.0016773803998205005,1476.2902063814042,9.4521340e-05,179161,1659.51700,1928.41985,5.8795874e+03,9.7945585e+00,1.0074625e+03,3.4499631e+00,6.5975630e+03,1.1058449e+01,0,,,,,1659.51700,1.1458648e-03,1928.41985,1.1332795e-03,3.4985985e-04,6.7188881e-02
-18.617494726766065,1.0022346637294628,0.0016786420103910564,1476.2915952730364,9.4524657e-05,179162,1659.51369,1928.42191,5.8888198e+03,9.8020601e+00,1.0049426e+03,3.4465427e+00,6.6075132e+03,1.1066918e+01,0,,,,,1659.51369,1.1452895e-03,1928.42191,1.1306981e-03,1.1788994e-03,6.8391323e-02
-18.616105835051474,1.0006383755971102,0.0016767405013997122,1476.2929841646692,9.4527975e-05,179163,1659.50338,1928.41831,5.8735781e+03,9.7910471e+00,1.0054512e+03,3.4486578e+00,6.5970508e+03,1.1054485e+01,0,,,,,1659.50338,1.1482948e-03,1928.41831,1.1327660e-03,-8.9282217e-03,6.7873731e-02
-18.614716943336884,1.0006669912552921,0.0016791695830614105,1476.294373056294,9.4531286e-05,179164,1659.51864,1928.41962,5.8780415e+03,9.8052788e+00,1.0119752e+03,3.4593704e+00,6.5972710e+03,1.1070553e+01,0,,,,,1659.51864,1.1460453e-03,1928.41962,1.1347880e-03,6.0859248e-03,6.5029480e-02
-18.613328051975508,1.00313558006119,0.001679323893208405,1476.295761947918,9.4534596e-05,179165,1659.51619,1928.42375,5.8949478e+03,9.8062220e+00,1.0078663e+03,3.4495554e+00,6.6135747e+03,1.1071618e+01,0,,,,,1659.51619,1.1463402e-03,1928.42375,1.1286166e-03,5.5979454e-04,6.9222957e-02
-18.611939160260917,0.9986336283434103,0.0016770440440528203,1476.2971508395362,9.4537900e-05,179166,1659.51508,1928.42032,5.8690464e+03,9.7930059e+00,1.0148041e+03,3.4580395e+00,6.5839585e+03,1.1056696e+01,0,,,,,1659.51508,1.1465180e-03,1928.42032,1.1342471e-03,-5.0527201e-04,6.8327591e-02
-18.610550268546326,0.9984621332525007,0.0016773886493922903,1476.2985397311545,9.4541203e-05,179167,1659.50901,1928.42201,5.8644302e+03,9.7949867e+00,1.0081694e+03,3.4554534e+00,6.5828066e+03,1.1058932e+01,0,,,,,1659.50901,1.1508025e-03,1928.42201,1.1338891e-03,-2.5232735e-03,6.7959450e-02
-18.609161376831736,1.0019687087288716,0.001677874842246647,1476.2999286227712,9.4544506e-05,179168,1659.50733,1928.41140,5.8842383e+03,9.7978525e+00,1.0087969e+03,3.4444609e+00,6.6059429e+03,1.1062167e+01,0,,,,,1659.50733,1.1451766e-03,1928.41140,1.1317652e-03,-5.9816898e-03,5.8774445e-02
-18.607772485470356,0.9954962551048305,0.0016745045642690619,1476.3013175143742,9.4547795e-05,179169,1659.51193,1928.41971,5.8496016e+03,9.7782192e+00,1.0101027e+03,3.4513650e+00,6.5633022e+03,1.1040001e+01,0,,,,,1659.51193,1.1490880e-03,1928.41971,1.1361520e-03,-1.0134106e-03,6.7473985e-02
-18.606383593755766,0.9991339708291358,0.0016781768797746155,1476.3027064059845,9.4551091e-05,179170,1659.51449,1928.42311,5.8732939e+03,9.7996969e+00,1.0129636e+03,3.4523957e+00,6.5873086e+03,1.1064251e+01,0,,,,,1659.51449,1.1463951e-03,1928.42311,1.1351428e-03,1.0530588e-03,7.1574010e-02
-18.604994702041175,0.9978076079588304,0.0016756868117341064,1476.30409529758,9.4554372e-05,179171,1659.51053,1928.42027,5.8627944e+03,9.7850981e+00,1.0114030e+03,3.4508181e+00,6.5785244e+03,1.1047768e+01,0,,,,,1659.51053,1.1484247e-03,1928.42027,1.1334820e-03,-1.7428468e-03,6.8339139e-02
-18.6036058106798,1.0004599835375252,0.0016773002325589728,1476.3054841891837,9.4557661e-05,179172,1659.51286,1928.41663,5.8765278e+03,9.7946196e+00,1.0052350e+03,3.4498513e+00,6.5960786e+03,1.1058517e+01,0,,,,,1659.51286,1.1461704e-03,1928.41663,1.1322931e-03,-3.1203560e-03,6.4492673e-02
-18.60221691896521,1.0013102229916166,0.0016781447741320552,1476.3068730807722,9.4560935e-05,179173,1659.51590,1928.42686,5.8882856e+03,9.7994862e+00,1.0087748e+03,3.4506392e+00,6.6016401e+03,1.1064012e+01,0,,,,,1659.51590,1.1444999e-03,1928.42686,1.1302269e-03,8.0835377e-04,7.2161049e-02
-18.600828027250618,0.9998551191900594,0.0016772026122757427,1476.308261972367,9.4564217e-05,179174,1659.51514,1928.42225,5.8760527e+03,9.7940407e+00,1.0081077e+03,3.4498074e+00,6.5920850e+03,1.1057864e+01,0,,,,,1659.51514,1.1460801e-03,1928.42225,1.1328547e-03,1.6238966e-03,7.1013428e-02
