time,flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
1354.1462305198536,1.0007074869905865,0.0005429169431682927,3.2855498e-03,91215,1638.59802,468.03043,45769.5546875,24.590654373168945,2.1118213e+03,7.5126200e+00,47790.296875,25.927818298339844,0,,,,,1638.59802,5.5438565e-04,468.03043,5.7750707e-04,-9.0643123e-02,5.5326331e-02
1354.147619450104,1.000232175480985,0.0005428722114557108,3.2855917e-03,91216,1638.59936,468.03863,45740.59765625,24.588626861572266,2.1240679e+03,7.5304322e+00,47767.59765625,25.925682067871094,0,,,,,1638.59936,5.5408874e-04,468.03863,5.7743490e-04,-8.8736869e-02,6.4090364e-02
1354.1490083803553,1.0003524961195367,0.0005426602949673541,3.2856336e-03,91217,1638.59651,468.03155,45754.05078125,24.57902717590332,2.1095684e+03,7.5135207e+00,47773.34375,25.91556167602539,0,,,,,1638.59651,5.5343099e-04,468.03155,5.7703519e-04,-9.2554092e-02,5.7123933e-02
1354.1503973106066,1.0008032690896649,0.0005431215108752966,3.2856755e-03,91218,1638.59712,468.03138,45772.015625,24.599918365478516,2.1299446e+03,7.5315223e+00,47794.87109375,25.93758773803711,0,,,,,1638.59712,5.5426807e-04,468.03138,5.7753193e-04,-9.1410808e-02,5.7235457e-02
1354.151786240858,0.999844057581646,0.0005432421666821805,3.2857175e-03,91219,1638.59734,468.03120,45734.28515625,24.605382919311523,2.1340586e+03,7.5763845e+00,47749.0625,25.943349838256836,0,,,,,1638.59734,5.5453164e-04,468.03120,5.7771639e-04,-9.0232462e-02,5.5822495e-02
1354.153175171108,1.000107437905328,0.0005426879327754851,3.2857594e-03,91220,1638.60043,468.02986,45746.83203125,24.580280303955078,2.1234397e+03,7.5105929e+00,47761.640625,25.916881561279297,0,,,,,1638.60043,5.5432384e-04,468.02986,5.7717878e-04,-8.5262120e-02,5.4779310e-02
1354.1545641013588,0.9997427134136203,0.0005429916291526928,3.2858013e-03,91221,1638.59447,468.03436,45723.31640625,24.59403419494629,2.1384578e+03,7.5528398e+00,47744.22265625,25.931385040283203,0,,,,,1638.59447,5.5437151e-04,468.03436,5.7781197e-04,-9.4575018e-02,5.8084086e-02
1354.1559530316101,0.9998856095084877,0.0005426211547188449,3.2858432e-03,91222,1638.60048,468.02956,45735.66015625,24.57725715637207,2.1044346e+03,7.5112691e+00,47751.046875,25.913692474365234,0,,,,,1638.60048,5.5453205e-04,468.02956,5.7721499e-04,-8.5846163e-02,5.5986155e-02
1354.1573419618614,0.9999521089504607,0.0005426931248492669,3.2858851e-03,91223,1638.59725,468.03122,45731.55078125,24.580516815185547,2.1148455e+03,7.5146728e+00,47754.22265625,25.917129516601562,0,,,,,1638.59725,5.5457436e-04,468.03122,5.7756889e-04,-9.1133811e-02,5.6138787e-02
1354.1587308921119,1.000675177913613,0.0005429283657306127,3.2859270e-03,91224,1638.59836,468.03180,45773.23828125,24.591169357299805,2.1269287e+03,7.5176930e+00,47788.75390625,25.928363800048828,0,,,,,1638.59836,5.5428949e-04,468.03180,5.7716866e-04,-8.8447571e-02,5.5428881e-02
1354.1601198223618,1.000225386485064,0.0005428950565803508,3.2859689e-03,91225,1638.60122,468.03409,45747.90234375,24.589662551879883,2.1281804e+03,7.5307641e+00,47767.2734375,25.926773071289062,0,,,,,1638.60122,5.5464439e-04,468.03409,5.7729072e-04,-8.6018875e-02,5.8639243e-02
1354.1615087526131,1.0009702947483476,0.0005430528956233184,3.2860108e-03,91226,1638.59588,468.02835,45774.70703125,24.596811294555664,2.1238950e+03,7.5346942e+00,47802.84765625,25.934310913085938,0,,,,,1638.59588,5.5435725e-04,468.02835,5.7721080e-04,-9.1612831e-02,5.3398892e-02
1354.1628976828645,1.000240682174669,0.0005430789358702857,3.2860527e-03,91227,1638.60040,468.03716,45742.38671875,24.597990036010742,2.1299351e+03,7.5516305e+00,47768.00390625,25.93555450439453,0,,,,,1638.60040,5.5458175e-04,468.03716,5.7735515e-04,-8.8250831e-02,6.2151268e-02
1354.1642866131153,1.0006844207634815,0.0005430512581231255,3.2860946e-03,91228,1638.60014,468.02876,45768.85546875,24.596736907958984,2.1285632e+03,7.5283623e+00,47789.1953125,25.934232711791992,0,,,,,1638.60014,5.5456639e-04,468.02876,5.7733734e-04,-8.8118918e-02,5.3014260e-02
1354.1656755433658,0.9998173105736199,0.0005427859431528743,3.2861365e-03,91229,1638.60188,468.03279,45729.3828125,24.584718704223633,2.1223479e+03,7.5263019e+00,47747.78515625,25.92156219482422,0,,,,,1638.60188,5.5486197e-04,468.03279,5.7766162e-04,-8.4513746e-02,5.7511248e-02
1354.1670644736166,0.9995227663048063,0.0005427033492407142,3.2861785e-03,91230,1638.59492,468.03010,45705.53515625,24.580978393554688,2.1133313e+03,7.5261478e+00,47733.71875,25.917617797851562,0,,,,,1638.59492,5.5423105e-04,468.03010,5.7792437e-04,-9.2563845e-02,5.4084908e-02
1354.168453403868,1.0001104643251966,0.000542687453507136,3.2862204e-03,91231,1638.60003,468.03446,45738.953125,24.580257415771484,2.1070081e+03,7.5254979e+00,47761.78515625,25.916858673095703,0,,,,,1638.60003,5.5458857e-04,468.03446,5.7680381e-04,-8.6368151e-02,6.1019145e-02
1354.1698423341193,1.0002257136655903,0.0005428597105396053,3.2862623e-03,91232,1638.59674,468.03006,45748.67578125,24.588062286376953,2.1243157e+03,7.5273256e+00,47767.2890625,25.925085067749023,0,,,,,1638.59674,5.5415329e-04,468.03006,5.7732005e-04,-8.9835666e-02,5.5770457e-02
1354.1712312643692,1.0009439567159792,0.0005430018535441401,3.2863042e-03,91233,1638.60118,468.03306,45779.69140625,24.594499588012695,2.1227078e+03,7.5232630e+00,47801.58984375,25.931873321533203,0,,,,,1638.60118,5.5432349e-04,468.03306,5.7710800e-04,-8.4705152e-02,5.8331378e-02
1354.17262019462,1.000035458189539,0.0005430161517165547,3.2863461e-03,91234,1638.59617,468.03127,45739.01953125,24.59514617919922,2.1356655e+03,7.5382738e+00,47758.203125,25.93255615234375,0,,,,,1638.59617,5.5481831e-04,468.03127,5.7797157e-04,-9.0837866e-02,5.6031574e-02
1354.1740091246386,0.9996871745192787,0.0005428203705959507,3.2863878e-03,91235,1638.59986,468.02973,45719.796875,24.586278915405273,2.1270542e+03,7.5359254e+00,47741.5703125,25.923206329345703,0,,,,,1638.59986,5.5452646e-04,468.02973,5.7792937e-04,-8.8896200e-02,5.4941062e-02
1354.17539805489,0.9997452490626992,0.0005429629928688346,3.2864297e-03,91236,1638.60255,468.03833,45718.48828125,24.59273910522461,2.1375667e+03,7.5506763e+00,47744.34375,25.930017471313477,0,,,,,1638.60255,5.5423199e-04,468.03833,5.7771220e-04,-8.5283756e-02,6.4183094e-02
1354.1767869851412,1.0000063391226972,0.0005427633776014379,3.2864716e-03,91237,1638.59563,468.02764,45736.55859375,24.583696365356445,2.1248442e+03,7.5241065e+00,47756.8125,25.92048454284668,0,,,,,1638.59563,5.5449526e-04,468.02764,5.7800446e-04,-9.0244122e-02,5.0368715e-02
1354.1781759153912,1.0000735747208547,0.0005426308599029141,3.2865135e-03,91238,1638.59864,468.03212,45733.93359375,24.577693939208984,2.1145049e+03,7.5133481e+00,47760.0234375,25.914155960083008,0,,,,,1638.59864,5.5471330e-04,468.03212,5.7741697e-04,-8.8704787e-02,5.6803372e-02
1354.1795648456416,0.9998779207661194,0.0005429503721356419,3.2865554e-03,91239,1638.60296,468.03215,45733.5234375,24.592166900634766,2.1214297e+03,7.5386524e+00,47750.6796875,25.929414749145508,0,,,,,1638.60296,5.5473670e-04,468.03215,5.7741266e-04,-8.3149448e-02,5.7384159e-02
1354.18095377566,1.0010471821720313,0.0005431917236884385,3.2865971e-03,91240,1638.60185,468.03084,45777.53515625,24.603099822998047,2.1188733e+03,7.5393171e+00,47806.51953125,25.940940856933594,0,,,,,1638.60185,5.5485248e-04,468.03084,5.7764852e-04,-8.3515041e-02,5.6206852e-02
1354.182342705911,1.0004508138676937,0.0005430722660524275,3.2866390e-03,91241,1638.60092,468.03057,45758.6875,24.597686767578125,2.1135945e+03,7.5304842e+00,47778.0390625,25.93523597717285,0,,,,,1638.60092,5.5466249e-04,468.03057,5.7764153e-04,-8.5710630e-02,5.4746933e-02
1354.1837316361623,1.000258922489011,0.0005427660934554161,3.2866809e-03,91242,1638.59793,468.03280,45740.21875,24.583820343017578,2.1237253e+03,7.5258989e+00,47768.875,25.92061424255371,0,,,,,1638.59793,5.5423501e-04,468.03280,5.7728111e-04,-8.9911811e-02,5.8092542e-02
1354.1851205664127,1.0006417237047975,0.0005429887535425982,3.2867228e-03,91243,1638.60156,468.02880,45768.6015625,24.59390640258789,2.1256650e+03,7.5360694e+00,47787.15625,25.93124771118164,0,,,,,1638.60156,5.5428781e-04,468.02880,5.7717902e-04,-8.4329173e-02,5.4588273e-02
1354.1865094964307,1.0004735529142728,0.0005428803989566745,3.2867645e-03,91244,1638.59853,468.03098,45757.640625,24.58899688720703,2.1254160e+03,7.5274997e+00,47779.125,25.92607307434082,0,,,,,1638.59853,5.5386109e-04,468.03098,5.7745207e-04,-8.8341154e-02,5.5093903e-02
1354.187898426682,1.0012558415526875,0.0005429633123810673,3.2868064e-03,91245,1638.59908,468.03035,45793.796875,24.592754364013672,2.1245518e+03,7.5181370e+00,47816.484375,25.93003273010254,0,,,,,1638.59908,5.5399910e-04,468.03035,5.7697028e-04,-8.7941594e-02,5.4384474e-02
1354.1892873569325,1.0004091801457204,0.0005427740812612343,3.2868483e-03,91246,1638.59610,468.03580,45745.83203125,24.584182739257812,2.1233979e+03,7.5192208e+00,47776.05078125,25.920995712280273,0,,,,,1638.59610,5.5404135e-04,468.03580,5.7724171e-04,-9.2040457e-02,6.1553642e-02
1354.1906762869505,1.0005196853684828,0.0005429375517073036,3.2868900e-03,91247,1638.60305,468.02806,45755.53515625,24.591585159301758,2.1292380e+03,7.5332460e+00,47781.328125,25.928802490234375,0,,,,,1638.60305,5.5474136e-04,468.02806,5.7757483e-04,-8.3482146e-02,5.3397108e-02
1354.192065217201,1.000094841455065,0.0005428077099237289,3.2869319e-03,91248,1638.60004,468.03305,45734.43359375,24.58570671081543,2.1249282e+03,7.5303197e+00,47761.0390625,25.9226016998291,0,,,,,1638.60004,5.5451185e-04,468.03305,5.7755702e-04,-8.6228900e-02,5.7936318e-02
1354.1934541474523,1.0013090083882135,0.000543104536787933,3.2869738e-03,91249,1638.59792,468.02924,45791.46484375,24.59914779663086,2.1230632e+03,7.5326591e+00,47819.0234375,25.936777114868164,0,,,,,1638.59792,5.5427727e-04,468.02924,5.7742983e-04,-8.9865193e-02,5.4087836e-02
1354.1948430774708,1.0000654770028283,0.0005428221678522597,3.2870155e-03,91250,1638.60167,468.03193,45745.2265625,24.586360931396484,2.1234751e+03,7.5284419e+00,47759.63671875,25.92329216003418,0,,,,,1638.60167,5.5466534e-04,468.03193,5.7778280e-04,-8.5560419e-02,5.6216728e-02
1354.1962320077216,0.9995765875013849,0.0005428299959019616,3.2870574e-03,91251,1638.60210,468.03176,45718.234375,24.586713790893555,2.1269092e+03,7.5332055e+00,47736.2890625,25.92366600036621,0,,,,,1638.60210,5.5465900e-04,468.03176,5.7780114e-04,-8.4296003e-02,5.5995073e-02
1354.1976209377397,0.9999052403400664,0.0005427448858309688,3.2870991e-03,91252,1638.59592,468.03063,45724.25390625,24.58285903930664,2.1236824e+03,7.5290470e+00,47751.984375,25.919601440429688,0,,,,,1638.59592,5.5439112e-04,468.03063,5.7778024e-04,-9.0852790e-02,5.5331208e-02
1354.19900986799,0.9999369768511188,0.0005428323123656489,3.2871410e-03,91253,1638.59876,468.03397,45725.01953125,24.58681869506836,2.1304150e+03,7.5251555e+00,47753.5,25.923776626586914,0,,,,,1638.59876,5.5524160e-04,468.03397,5.7774701e-04,-8.8016205e-02,5.9822597e-02
1354.200398798008,1.000335319141905,0.0005430093620816092,3.2871827e-03,91254,1638.60651,468.02737,45759.53125,24.594837188720703,2.1292427e+03,7.5289645e+00,47772.5234375,25.932231903076172,0,,,,,1638.60651,5.5517198e-04,468.02737,5.7737663e-04,-7.7645741e-02,5.0891083e-02
1354.2017877282594,0.9995778144283586,0.0005427564681494051,3.2872246e-03,91255,1638.60015,468.03176,45714.8984375,24.583383560180664,2.1317976e+03,7.5325098e+00,47736.34765625,25.920154571533203,0,,,,,1638.60015,5.5469765e-04,468.03176,5.7792407e-04,-8.7066054e-02,5.5597845e-02
1354.203176658277,0.9994904572278329,0.0005427584251618306,3.2872662e-03,91256,1638.60081,468.02902,45711.578125,24.583473205566406,2.1293582e+03,7.5398059e+00,47732.17578125,25.92024803161621,0,,,,,1638.60081,5.5433065e-04,468.02902,5.7796878e-04,-8.5081592e-02,5.4170717e-02
1354.2045655885279,1.0008964337445323,0.0005430372794629438,3.2873082e-03,91257,1638.59948,468.03031,45774.51953125,24.59610366821289,2.1156631e+03,7.5394220e+00,47799.3203125,25.933565139770508,0,,,,,1638.59948,5.5413949e-04,468.03031,5.7730498e-04,-8.6008422e-02,5.5123031e-02
1354.2059545185464,0.9996317174200686,0.0005427639766868742,3.2873498e-03,91258,1638.60169,468.03351,45718.29296875,24.583724975585938,2.1249072e+03,7.5386972e+00,47738.921875,25.920513153076172,0,,,,,1638.60169,5.5458106e-04,468.03351,5.7765108e-04,-8.5223101e-02,5.8338281e-02
1354.2073434487968,1.0004157237562468,0.0005428123428511035,3.2873917e-03,91259,1638.59862,468.02916,45751.9296875,24.585914611816406,2.1086045e+03,7.5156522e+00,47776.36328125,25.922822952270508,0,,,,,1638.59862,5.5456313e-04,468.02916,5.7776482e-04,-8.9317255e-02,5.3801220e-02
1354.2087323788153,0.9999294516990137,0.0005428724111508562,3.2874334e-03,91260,1638.60284,468.03162,45740.58203125,24.58863639831543,2.1200559e+03,7.5318642e+00,47753.140625,25.925691604614258,0,,,,,1638.60284,5.5455521e-04,468.03162,5.7777524e-04,-8.2605042e-02,5.5712294e-02
1354.2101213090662,0.9996868473387523,0.0005427166089983723,3.2874753e-03,91261,1638.60270,468.03038,45726.45703125,24.58157730102539,2.1220486e+03,7.5221829e+00,47741.5546875,25.918251037597656,0,,,,,1638.60270,5.5478828e-04,468.03038,5.7776173e-04,-8.2992651e-02,5.5194069e-02
1354.2115102390837,1.0007965618888752,0.0005429323596335217,3.2875170e-03,91262,1638.59852,468.03063,45772.6640625,24.59134864807129,2.1170552e+03,7.5188909e+00,47794.55078125,25.92855453491211,0,,,,,1638.59852,5.5439956e-04,468.03063,5.7734083e-04,-8.8924870e-02,5.5372704e-02
1354.212899169335,1.000860852862296,0.0005430473440982747,3.2875589e-03,91263,1638.60098,468.03110,45767.21875,24.596559524536133,2.1284614e+03,7.5393329e+00,47797.62109375,25.934045791625977,0,,,,,1638.60098,5.5429101e-04,468.03110,5.7747617e-04,-8.6039320e-02,5.5590905e-02
1354.214288099353,1.0006670801955868,0.0005431347706329548,3.2876006e-03,91264,1638.59676,468.03023,45762.9140625,24.60051727294922,2.1285371e+03,7.5442810e+00,47788.3671875,25.938220977783203,0,,,,,1638.59676,5.5524387e-04,468.03023,5.7783228e-04,-9.0639837e-02,5.5162791e-02
1354.2156770293707,1.0003486517483524,0.000543160291672544,3.2876423e-03,91265,1638.60757,468.02939,45762.5703125,24.60167694091797,2.1222046e+03,7.5560188e+00,47773.16015625,25.93943977355957,0,,,,,1638.60757,5.5522192e-04,468.02939,5.7758030e-04,-7.6646604e-02,5.3516977e-02
1354.2170659596216,1.0003261580871683,0.0005429681849426164,3.2876842e-03,91266,1638.60054,468.02728,45751.97265625,24.592973709106445,2.1213276e+03,7.5409145e+00,47772.0859375,25.930265426635742,0,,,,,1638.60054,5.5459625e-04,468.02728,5.7755591e-04,-8.6949356e-02,5.2670237e-02
1354.2184548896391,0.9997133489613839,0.0005434302795091989,3.2877258e-03,91267,1638.60234,468.03097,45733.1328125,24.613903045654297,2.1439844e+03,7.5799947e+00,47742.8203125,25.952333450317383,0,,,,,1638.60234,5.5523997e-04,468.03097,5.7820952e-04,-8.3467409e-02,5.6090530e-02
1354.2198438196576,0.9999882623986184,0.0005428962547512235,3.2877675e-03,91268,1638.59864,468.03132,45734.84765625,24.5897159576416,2.1306321e+03,7.5392509e+00,47755.94921875,25.926830291748047,0,,,,,1638.59864,5.5437163e-04,468.03132,5.7772041e-04,-8.7609455e-02,5.6622948e-02
1354.221232749909,0.9995221119437537,0.0005427983641909216,3.2878094e-03,91269,1638.60357,468.03054,45715.58984375,24.585281372070312,2.1168213e+03,7.5257502e+00,47733.6875,25.922155380249023,0,,,,,1638.60357,5.5506610e-04,468.03054,5.7794090e-04,-8.2031876e-02,5.5878960e-02
1354.222621679927,1.000281988716116,0.0005428534800510671,3.2878511e-03,91270,1638.59995,468.02662,45752.71484375,24.587778091430664,2.1231804e+03,7.5307083e+00,47769.9765625,25.924787521362305,0,,,,,1638.59995,5.5426778e-04,468.02662,5.7762465e-04,-8.7500073e-02,5.1212274e-02
1354.2240106099446,1.0011369114313726,0.0005428938184704491,3.2878928e-03,91271,1638.60108,468.02788,45788.51953125,24.5896053314209,2.1116040e+03,7.5111790e+00,47810.8046875,25.926713943481445,0,,,,,1638.60108,5.5386353e-04,468.02788,5.7758117e-04,-8.6024292e-02,5.1780034e-02
1354.2253995401954,1.0004353545878255,0.0005429440218300164,3.2879347e-03,91272,1638.60512,468.03475,45758.875,24.59187889099121,2.1165464e+03,7.5346699e+00,47777.30078125,25.92911148071289,0,,,,,1638.60512,5.5469444e-04,468.03475,5.7743763e-04,-8.0676168e-02,5.9523482e-02
1354.226788470214,1.0009148376491375,0.0005430471843421584,3.2879764e-03,91273,1638.60109,468.02573,45789.5078125,24.5965518951416,2.1236421e+03,7.5269032e+00,47800.19921875,25.934038162231445,0,,,,,1638.60109,5.5451412e-04,468.02573,5.7728146e-04,-8.5447535e-02,4.9180344e-02
1354.2281774002317,1.0004319191922992,0.0005428863898110381,3.2880181e-03,91274,1638.60255,468.03091,45764.44140625,24.589269638061523,2.1273975e+03,7.5169134e+00,47777.13671875,25.926359176635742,0,,,,,1638.60255,5.5502600e-04,468.03091,5.7716790e-04,-8.3755791e-02,5.7138387e-02
1354.2295663302496,0.9999665866887503,0.0005428107452899398,3.2880597e-03,91275,1638.60261,468.02992,45744.328125,24.58584213256836,2.1255103e+03,7.5219522e+00,47754.9140625,25.922746658325195,0,,,,,1638.60261,5.5466755e-04,468.02992,5.7763438e-04,-8.4310874e-02,5.3922895e-02
1354.2309552605009,1.0007063418587443,0.0005429171828024672,3.2881016e-03,91276,1638.59916,468.03041,45776.3515625,24.59066390991211,2.1151882e+03,7.5189629e+00,47790.2421875,25.92782974243164,0,,,,,1638.59916,5.5476103e-04,468.03041,5.7779677e-04,-8.6225808e-02,5.4191507e-02
1354.232344190519,1.0013305205078185,0.0005429625136004854,3.2881433e-03,91277,1638.60291,468.03238,45797.90625,24.592716217041016,2.1111008e+03,7.5163288e+00,47820.05078125,25.929994583129883,0,,,,,1638.60291,5.5424718e-04,468.03238,5.7692733e-04,-8.3207242e-02,5.7608213e-02
1354.2337331205374,1.0013983286718968,0.0005429075974354854,3.2881850e-03,91278,1638.59977,468.02868,45796.875,24.590229034423828,2.1079531e+03,7.5116940e+00,47823.2890625,25.927371978759766,0,,,,,1638.59977,5.5424904e-04,468.02868,5.7739700e-04,-8.6224817e-02,5.2689280e-02
1354.235122050555,1.0009908253263737,0.0005428505245629144,3.2882267e-03,91279,1638.60097,468.02816,45787.58984375,24.587644577026367,2.1128896e+03,7.5093389e+00,47803.828125,25.924646377563477,0,,,,,1638.60097,5.5431802e-04,468.02816,5.7738076e-04,-8.5314922e-02,5.2806783e-02
1354.2365109805721,1.0014410257305808,0.0005430788160531983,3.2882683e-03,91280,1638.60371,468.03025,45811.65234375,24.597984313964844,2.1123625e+03,7.5249758e+00,47825.328125,25.935548782348633,0,,,,,1638.60371,5.5447244e-04,468.03025,5.7670916e-04,-8.0953561e-02,5.6277085e-02
