#mu,eb,a_crit
0.370,0.20,0.234
0.010,0.52,0.242
0.450,0.03,0.278
0.330,0.29,0.214
0.290,0.49,0.148
0.310,0.44,0.163
0.270,0.53,0.136
0.460,0.73,0.061
0.350,0.24,0.230
0.250,0.58,0.122
0.410,0.12,0.253
0.390,0.16,0.250
0.430,0.09,0.262
0.370,0.21,0.232
0.010,0.53,0.239
0.450,0.04,0.276
0.290,0.50,0.146
0.270,0.54,0.132
0.460,0.74,0.058
0.310,0.45,0.161
0.330,0.30,0.210
0.350,0.25,0.226
0.250,0.59,0.118
0.410,0.13,0.252
0.390,0.17,0.245
0.010,0.54,0.225
0.430,0.10,0.262
0.370,0.22,0.231
0.450,0.05,0.270
0.290,0.51,0.141
0.460,0.75,0.056
0.310,0.46,0.154
0.270,0.55,0.129
0.330,0.31,0.209
0.350,0.26,0.221
0.250,0.60,0.115
0.410,0.14,0.250
0.390,0.18,0.236
0.010,0.55,0.224
0.450,0.06,0.269
0.430,0.11,0.253
0.370,0.23,0.229
0.460,0.76,0.054
0.290,0.52,0.136
0.310,0.47,0.154
0.270,0.56,0.127
0.330,0.32,0.199
0.410,0.15,0.245
0.350,0.27,0.214
0.390,0.19,0.232
0.450,0.07,0.267
0.010,0.56,0.222
0.250,0.61,0.111
0.430,0.12,0.252
0.370,0.24,0.226
0.460,0.77,0.052
0.290,0.53,0.135
0.270,0.57,0.122
0.330,0.33,0.198
0.310,0.48,0.148
0.410,0.16,0.244
0.350,0.28,0.213
0.390,0.20,0.232
0.450,0.08,0.263
0.250,0.62,0.106
0.370,0.25,0.222
0.010,0.57,0.209
0.430,0.13,0.244
0.460,0.78,0.049
0.270,0.58,0.118
0.290,0.54,0.130
0.310,0.49,0.146
0.330,0.34,0.195
0.410,0.17,0.237
0.350,0.29,0.211
0.390,0.21,0.229
0.450,0.09,0.263
0.370,0.26,0.213
0.430,0.14,0.244
0.250,0.63,0.104
0.010,0.58,0.209
0.270,0.59,0.115
0.460,0.79,0.047
0.310,0.50,0.141
0.290,0.55,0.126
0.330,0.35,0.194
0.410,0.18,0.230
0.350,0.30,0.207
0.390,0.22,0.227
0.450,0.10,0.263
0.430,0.15,0.237
0.370,0.27,0.211
0.250,0.64,0.100
0.010,0.59,0.196
0.460,0.80,0.044
0.270,0.60,0.113
0.310,0.51,0.140
0.290,0.56,0.125
0.330,0.36,0.190
0.410,0.19,0.230
0.390,0.23,0.226
0.350,0.31,0.201
0.450,0.11,0.258
0.430,0.16,0.236
0.370,0.28,0.210
0.250,0.65,0.098
0.010,0.60,0.195
0.470,0.00,0.276
0.310,0.52,0.134
0.270,0.61,0.109
0.330,0.37,0.184
0.290,0.57,0.121
0.410,0.20,0.226
0.390,0.24,0.221
0.370,0.29,0.208
0.350,0.32,0.197
0.430,0.17,0.228
0.450,0.12,0.250
0.010,0.61,0.185
0.250,0.66,0.095
0.310,0.53,0.134
0.470,0.01,0.274
0.330,0.38,0.181
0.270,0.62,0.105
0.410,0.21,0.225
0.290,0.58,0.117
0.390,0.25,0.213
0.370,0.30,0.202
0.350,0.33,0.195
0.430,0.18,0.227
0.450,0.13,0.244
0.250,0.67,0.091
0.010,0.62,0.176
0.310,0.54,0.129
0.470,0.02,0.272
0.410,0.22,0.224
0.330,0.39,0.178
0.270,0.63,0.102
0.390,0.26,0.210
0.290,0.59,0.113
0.370,0.31,0.196
0.350,0.34,0.192
0.430,0.19,0.225
0.250,0.68,0.087
0.450,0.14,0.241
0.010,0.63,0.168
0.310,0.55,0.124
0.470,0.03,0.270
0.330,0.40,0.173
0.390,0.27,0.209
0.410,0.23,0.221
0.270,0.64,0.099
0.290,0.60,0.110
0.370,0.32,0.194
0.350,0.35,0.189
0.430,0.20,0.223
0.450,0.15,0.237
0.310,0.56,0.120
0.250,0.69,0.084
0.470,0.04,0.268
0.010,0.64,0.160
0.330,0.41,0.170
0.390,0.28,0.207
0.410,0.24,0.213
0.270,0.65,0.097
0.290,0.61,0.106
0.370,0.33,0.193
0.350,0.36,0.183
0.430,0.21,0.221
0.450,0.16,0.226
0.250,0.70,0.082
0.310,0.57,0.119
0.010,0.65,0.160
0.470,0.05,0.266
0.330,0.42,0.168
0.270,0.66,0.093
0.410,0.25,0.208
0.390,0.29,0.202
0.290,0.62,0.104
0.370,0.34,0.189
0.350,0.37,0.182
0.250,0.71,0.078
0.430,0.22,0.218
0.310,0.58,0.115
0.450,0.17,0.226
0.010,0.66,0.152
0.470,0.06,0.261
0.330,0.43,0.163
0.410,0.26,0.207
0.390,0.30,0.199
0.270,0.67,0.090
0.350,0.38,0.179
0.370,0.35,0.183
0.290,0.63,0.101
0.310,0.59,0.112
0.430,0.23,0.211
0.450,0.18,0.222
0.250,0.72,0.075
0.010,0.67,0.139
0.470,0.07,0.260
0.330,0.44,0.160
0.390,0.31,0.193
0.410,0.27,0.205
0.270,0.68,0.086
0.370,0.36,0.181
0.350,0.39,0.177
0.450,0.19,0.221
0.290,0.64,0.097
0.010,0.68,0.136
0.310,0.60,0.109
0.430,0.24,0.209
0.250,0.73,0.072
0.470,0.08,0.258
0.390,0.32,0.192
0.330,0.45,0.159
0.290,0.65,0.095
0.410,0.28,0.204
0.350,0.40,0.171
0.370,0.37,0.178
0.270,0.69,0.083
0.450,0.20,0.218
0.310,0.61,0.105
0.010,0.69,0.135
0.430,0.25,0.206
0.250,0.74,0.069
0.470,0.09,0.249
0.330,0.46,0.153
0.390,0.33,0.189
0.350,0.41,0.168
0.410,0.29,0.200
0.450,0.21,0.218
0.290,0.66,0.091
0.270,0.70,0.080
0.370,0.38,0.175
0.010,0.70,0.131
0.310,0.62,0.103
0.430,0.26,0.204
0.250,0.75,0.066
0.330,0.47,0.151
0.470,0.10,0.249
0.390,0.34,0.185
0.450,0.22,0.212
0.410,0.30,0.192
0.350,0.42,0.165
0.290,0.67,0.088
0.270,0.71,0.078
0.370,0.39,0.170
0.430,0.27,0.203
0.010,0.71,0.124
0.310,0.63,0.100
0.250,0.76,0.064
0.330,0.48,0.145
0.470,0.11,0.249
0.450,0.23,0.204
0.390,0.35,0.180
0.350,0.43,0.161
0.410,0.31,0.191
0.290,0.68,0.084
0.270,0.72,0.074
0.370,0.40,0.169
0.430,0.28,0.198
0.310,0.64,0.095
0.010,0.72,0.122
0.250,0.77,0.060
0.330,0.49,0.145
0.470,0.12,0.245
0.390,0.36,0.178
0.450,0.24,0.204
0.350,0.44,0.158
0.410,0.32,0.190
0.290,0.69,0.081
0.270,0.73,0.071
0.370,0.41,0.165
0.430,0.29,0.191
0.310,0.65,0.092
0.010,0.73,0.115
0.250,0.78,0.057
0.330,0.50,0.139
0.470,0.13,0.236
0.450,0.25,0.202
0.390,0.37,0.175
0.350,0.45,0.153
0.290,0.70,0.078
0.410,0.33,0.186
0.270,0.74,0.068
0.370,0.42,0.160
0.430,0.30,0.189
0.250,0.79,0.055
0.310,0.66,0.090
0.330,0.51,0.136
0.010,0.74,0.111
0.470,0.14,0.236
0.450,0.26,0.201
0.390,0.38,0.173
0.290,0.71,0.075
0.350,0.46,0.151
0.410,0.34,0.179
0.370,0.43,0.158
0.270,0.75,0.065
0.330,0.52,0.133
0.250,0.80,0.052
0.010,0.75,0.107
0.430,0.31,0.188
0.310,0.67,0.087
0.470,0.15,0.230
0.390,0.39,0.168
0.450,0.27,0.200
0.290,0.72,0.072
0.350,0.47,0.146
0.410,0.35,0.177
0.430,0.32,0.187
0.370,0.44,0.155
0.330,0.53,0.128
0.270,0.76,0.063
0.260,0.00,0.378
0.010,0.76,0.105
0.310,0.68,0.083
0.390,0.40,0.165
0.470,0.16,0.224
0.290,0.73,0.070
0.410,0.36,0.176
0.450,0.28,0.195
0.350,0.48,0.144
0.480,0.52,0.116
0.330,0.54,0.127
0.430,0.33,0.181
0.270,0.77,0.059
0.370,0.45,0.150
0.260,0.01,0.377
0.310,0.69,0.080
0.390,0.41,0.163
0.470,0.17,0.220
0.350,0.49,0.142
0.410,0.37,0.171
0.290,0.74,0.068
0.450,0.29,0.188
0.370,0.46,0.148
0.430,0.34,0.176
0.330,0.55,0.123
0.480,0.53,0.113
0.270,0.78,0.057
0.260,0.02,0.372
0.310,0.70,0.078
0.390,0.42,0.157
0.450,0.30,0.186
0.350,0.50,0.137
0.410,0.38,0.166
0.290,0.75,0.063
0.470,0.18,0.218
0.370,0.47,0.144
0.330,0.56,0.119
0.480,0.54,0.112
0.430,0.35,0.175
0.270,0.79,0.054
0.310,0.71,0.074
0.260,0.03,0.356
0.450,0.31,0.185
0.390,0.43,0.156
0.350,0.51,0.135
0.370,0.48,0.142
0.480,0.55,0.108
0.470,0.19,0.217
0.410,0.39,0.165
0.290,0.76,0.061
0.330,0.57,0.116
0.310,0.72,0.071
0.430,0.36,0.174
0.270,0.80,0.051
0.260,0.04,0.353
0.390,0.44,0.150
0.450,0.32,0.183
0.350,0.52,0.131
0.370,0.49,0.137
0.480,0.56,0.105
0.310,0.73,0.068
0.410,0.40,0.162
0.290,0.77,0.058
0.470,0.20,0.217
0.330,0.58,0.114
0.430,0.37,0.168
0.390,0.45,0.148
0.280,0.00,0.381
0.260,0.05,0.317
0.450,0.33,0.178
0.350,0.53,0.126
0.370,0.50,0.135
0.410,0.41,0.160
0.310,0.74,0.066
0.480,0.57,0.101
0.290,0.78,0.056
0.390,0.46,0.146
0.470,0.21,0.212
0.430,0.38,0.164
0.330,0.59,0.110
0.280,0.01,0.377
0.260,0.06,0.315
0.350,0.54,0.122
0.450,0.34,0.174
0.370,0.51,0.131
0.410,0.42,0.156
0.310,0.75,0.063
0.480,0.58,0.099
0.290,0.79,0.053
0.470,0.22,0.205
0.390,0.47,0.142
0.330,0.60,0.105
0.430,0.39,0.161
0.280,0.02,0.370
0.260,0.07,0.315
0.350,0.55,0.121
0.370,0.52,0.129
0.450,0.35,0.172
0.410,0.43,0.152
0.480,0.59,0.096
0.310,0.76,0.060
0.470,0.23,0.202
0.290,0.80,0.050
0.390,0.48,0.139
0.430,0.40,0.159
0.280,0.03,0.354
0.260,0.08,0.311
0.330,0.61,0.104
0.350,0.56,0.117
0.450,0.36,0.169
0.370,0.53,0.125
0.310,0.77,0.057
0.410,0.44,0.148
0.480,0.60,0.093
0.300,0.00,0.367
0.470,0.24,0.202
0.390,0.49,0.135
0.280,0.04,0.344
0.430,0.41,0.154
0.330,0.62,0.100
0.260,0.09,0.309
0.350,0.57,0.113
0.450,0.37,0.164
0.310,0.78,0.055
0.370,0.54,0.121
0.480,0.61,0.090
0.410,0.45,0.146
0.470,0.25,0.199
0.300,0.01,0.360
0.280,0.05,0.315
0.390,0.50,0.133
0.430,0.42,0.152
0.350,0.58,0.110
0.330,0.63,0.096
0.260,0.10,0.307
0.450,0.38,0.162
0.310,0.79,0.052
0.370,0.55,0.119
0.480,0.62,0.088
0.410,0.46,0.143
0.300,0.02,0.357
0.390,0.51,0.129
0.470,0.26,0.198
0.280,0.06,0.315
0.430,0.43,0.150
0.330,0.64,0.094
0.350,0.59,0.107
0.260,0.11,0.306
0.310,0.80,0.049
0.450,0.39,0.158
0.480,0.63,0.085
0.370,0.56,0.116
0.410,0.47,0.139
0.300,0.03,0.341
0.390,0.52,0.127
0.470,0.27,0.196
0.280,0.07,0.309
0.430,0.44,0.146
0.330,0.65,0.090
0.350,0.60,0.106
0.260,0.12,0.303
0.320,0.00,0.353
0.480,0.64,0.083
0.450,0.40,0.157
0.300,0.04,0.317
0.370,0.57,0.112
0.410,0.48,0.137
0.470,0.28,0.187
0.390,0.53,0.123
0.280,0.08,0.307
0.430,0.45,0.144
0.330,0.66,0.088
0.350,0.61,0.103
0.260,0.13,0.300
0.320,0.01,0.350
0.300,0.05,0.316
0.480,0.65,0.080
0.370,0.58,0.108
0.450,0.41,0.152
0.410,0.49,0.133
0.390,0.54,0.119
0.470,0.29,0.185
0.330,0.67,0.085
0.280,0.09,0.305
0.430,0.46,0.139
0.350,0.62,0.098
0.320,0.02,0.347
0.260,0.14,0.298
0.370,0.59,0.106
0.480,0.66,0.078
0.300,0.06,0.307
0.410,0.50,0.129
0.450,0.42,0.150
0.390,0.55,0.116
0.470,0.30,0.184
0.330,0.68,0.082
0.430,0.47,0.136
0.280,0.10,0.303
0.370,0.60,0.103
0.320,0.03,0.339
0.350,0.63,0.095
0.480,0.67,0.075
0.260,0.15,0.294
0.300,0.07,0.305
0.390,0.56,0.114
0.410,0.51,0.127
0.450,0.43,0.148
0.330,0.69,0.078
0.470,0.31,0.182
0.430,0.48,0.133
0.280,0.11,0.300
0.370,0.61,0.099
0.350,0.64,0.093
0.320,0.04,0.320
0.480,0.68,0.072
0.260,0.16,0.286
0.300,0.08,0.302
0.450,0.44,0.144
0.390,0.57,0.111
0.410,0.52,0.124
0.330,0.70,0.076
0.470,0.32,0.179
0.280,0.12,0.298
0.430,0.49,0.131
0.370,0.62,0.097
0.320,0.05,0.318
0.350,0.65,0.089
0.480,0.69,0.069
0.260,0.17,0.273
0.390,0.58,0.107
0.300,0.09,0.300
0.410,0.53,0.122
0.330,0.71,0.073
0.470,0.33,0.173
0.280,0.13,0.296
0.450,0.45,0.141
0.430,0.50,0.127
0.320,0.06,0.305
0.370,0.63,0.094
0.350,0.66,0.086
0.480,0.70,0.067
0.260,0.18,0.271
0.410,0.54,0.117
0.280,0.14,0.290
0.430,0.51,0.125
0.390,0.59,0.104
0.300,0.10,0.299
0.330,0.72,0.070
0.450,0.46,0.137
0.470,0.34,0.171
0.320,0.07,0.303
0.370,0.64,0.091
0.480,0.71,0.065
0.260,0.19,0.269
0.350,0.67,0.083
0.300,0.11,0.296
0.410,0.55,0.115
0.450,0.47,0.134
0.280,0.15,0.272
0.430,0.52,0.121
0.390,0.60,0.101
0.470,0.35,0.170
0.330,0.73,0.068
0.320,0.08,0.298
0.480,0.72,0.062
0.370,0.65,0.088
0.260,0.20,0.266
0.350,0.68,0.081
0.300,0.12,0.293
0.390,0.61,0.098
0.410,0.56,0.111
0.280,0.16,0.272
0.450,0.48,0.131
0.470,0.36,0.164
0.430,0.53,0.120
0.330,0.74,0.065
0.320,0.09,0.296
0.480,0.73,0.060
0.300,0.13,0.292
0.350,0.69,0.078
0.260,0.21,0.263
0.370,0.66,0.086
0.390,0.62,0.095
0.410,0.57,0.109
0.450,0.49,0.128
0.470,0.37,0.161
0.280,0.17,0.269
0.430,0.54,0.116
0.330,0.75,0.063
0.320,0.10,0.293
0.480,0.74,0.057
0.300,0.14,0.287
0.350,0.70,0.075
0.260,0.22,0.262
0.370,0.67,0.082
0.390,0.63,0.092
0.450,0.50,0.125
0.410,0.58,0.106
0.470,0.38,0.160
0.280,0.18,0.268
0.330,0.76,0.059
0.430,0.55,0.112
0.320,0.11,0.291
0.480,0.75,0.056
0.370,0.68,0.078
0.260,0.23,0.256
0.300,0.15,0.270
0.350,0.71,0.073
0.390,0.64,0.088
0.450,0.51,0.121
0.330,0.77,0.057
0.280,0.19,0.266
0.470,0.39,0.155
0.410,0.59,0.103
0.430,0.56,0.109
0.320,0.12,0.290
0.480,0.76,0.053
0.300,0.16,0.268
0.370,0.69,0.076
0.390,0.65,0.086
0.260,0.24,0.245
0.350,0.72,0.070
0.450,0.52,0.119
0.410,0.60,0.100
0.330,0.78,0.054
0.280,0.20,0.260
0.470,0.40,0.151
0.430,0.57,0.108
0.480,0.77,0.051
0.320,0.13,0.268
0.300,0.17,0.266
0.350,0.73,0.067
0.370,0.70,0.073
0.260,0.25,0.243
0.450,0.53,0.116
0.390,0.66,0.083
0.430,0.58,0.103
0.410,0.61,0.097
0.330,0.79,0.051
0.280,0.21,0.260
0.470,0.41,0.150
0.480,0.78,0.048
0.320,0.14,0.268
0.300,0.18,0.265
0.430,0.59,0.100
0.260,0.26,0.238
0.350,0.74,0.064
0.390,0.67,0.081
0.370,0.71,0.070
0.450,0.54,0.114
0.330,0.80,0.048
0.280,0.22,0.259
0.410,0.62,0.094
0.470,0.42,0.146
0.320,0.15,0.266
0.480,0.79,0.045
0.300,0.19,0.262
0.430,0.60,0.098
0.260,0.27,0.238
0.390,0.68,0.078
0.350,0.75,0.061
0.410,0.63,0.090
0.370,0.72,0.068
0.450,0.55,0.110
0.340,0.00,0.339
0.280,0.23,0.243
0.470,0.43,0.143
0.320,0.16,0.265
0.480,0.80,0.043
0.430,0.61,0.094
0.300,0.20,0.257
0.260,0.28,0.237
0.390,0.69,0.075
0.410,0.64,0.088
0.350,0.76,0.059
0.370,0.73,0.066
0.450,0.56,0.108
0.340,0.01,0.336
0.280,0.24,0.242
0.470,0.44,0.142
0.430,0.62,0.092
0.490,0.00,0.268
0.300,0.21,0.256
0.320,0.17,0.263
0.390,0.70,0.072
0.260,0.29,0.232
0.410,0.65,0.084
0.350,0.77,0.056
0.340,0.02,0.333
0.280,0.25,0.240
0.370,0.74,0.063
0.450,0.57,0.104
0.470,0.45,0.136
0.430,0.63,0.089
0.320,0.18,0.260
0.300,0.22,0.241
0.490,0.01,0.266
0.390,0.71,0.069
0.260,0.30,0.222
0.410,0.66,0.081
0.350,0.78,0.053
0.340,0.03,0.324
0.370,0.75,0.060
0.450,0.58,0.103
0.280,0.26,0.235
0.470,0.46,0.135
0.430,0.64,0.085
0.490,0.02,0.265
0.320,0.19,0.256
0.300,0.23,0.240
0.390,0.72,0.067
0.260,0.31,0.221
0.410,0.67,0.080
0.350,0.79,0.050
0.340,0.04,0.323
0.370,0.76,0.057
0.280,0.27,0.235
0.450,0.59,0.099
0.320,0.20,0.253
0.470,0.47,0.132
0.300,0.24,0.239
0.430,0.65,0.084
0.490,0.03,0.263
0.390,0.73,0.065
0.260,0.32,0.218
0.410,0.68,0.076
0.350,0.80,0.047
0.340,0.05,0.305
0.320,0.21,0.240
0.370,0.77,0.055
0.450,0.60,0.096
0.280,0.28,0.230
0.470,0.48,0.129
0.390,0.74,0.062
0.490,0.04,0.261
0.300,0.25,0.236
0.430,0.66,0.081
0.260,0.33,0.216
0.340,0.06,0.305
0.410,0.69,0.074
0.360,0.00,0.328
0.370,0.78,0.053
0.320,0.22,0.239
0.280,0.29,0.221
0.450,0.61,0.093
0.470,0.49,0.127
0.490,0.05,0.259
0.390,0.75,0.059
0.300,0.26,0.233
0.430,0.67,0.078
0.260,0.34,0.205
0.340,0.07,0.303
0.410,0.70,0.071
0.360,0.01,0.325
0.280,0.30,0.219
0.320,0.23,0.237
0.370,0.79,0.050
0.450,0.62,0.092
0.470,0.50,0.123
0.390,0.76,0.057
0.490,0.06,0.254
0.430,0.68,0.076
0.300,0.27,0.231
0.260,0.35,0.204
0.410,0.71,0.069
0.360,0.02,0.321
0.340,0.08,0.293
0.370,0.80,0.047
0.280,0.31,0.216
0.450,0.63,0.088
0.320,0.24,0.235
0.470,0.51,0.121
0.430,0.69,0.073
0.390,0.77,0.054
0.490,0.07,0.252
0.260,0.36,0.202
0.300,0.28,0.219
0.360,0.03,0.315
0.340,0.09,0.292
0.410,0.72,0.066
0.380,0.00,0.317
0.450,0.64,0.085
0.280,0.32,0.215
0.320,0.25,0.234
0.470,0.52,0.117
0.490,0.08,0.251
0.430,0.70,0.070
0.390,0.78,0.051
0.260,0.37,0.200
0.300,0.29,0.218
0.340,0.10,0.290
0.360,0.04,0.313
0.410,0.73,0.064
0.380,0.01,0.314
0.450,0.65,0.082
0.490,0.09,0.248
0.470,0.53,0.114
0.320,0.26,0.230
0.280,0.33,0.211
0.430,0.71,0.068
0.390,0.79,0.049
0.260,0.38,0.192
0.300,0.30,0.217
0.340,0.11,0.288
0.410,0.74,0.060
0.360,0.05,0.306
0.380,0.02,0.312
0.450,0.66,0.080
0.320,0.27,0.225
0.490,0.10,0.247
0.470,0.54,0.110
0.280,0.34,0.203
0.430,0.72,0.065
0.390,0.80,0.047
0.260,0.39,0.189
0.360,0.06,0.305
0.300,0.31,0.214
0.340,0.12,0.267
0.410,0.75,0.058
0.320,0.28,0.217
0.380,0.03,0.308
0.450,0.67,0.078
0.470,0.55,0.109
0.490,0.11,0.236
0.280,0.35,0.200
0.430,0.73,0.062
0.260,0.40,0.186
0.400,0.00,0.306
0.360,0.07,0.302
0.300,0.32,0.209
0.340,0.13,0.267
0.320,0.29,0.216
0.410,0.76,0.056
0.380,0.04,0.304
0.470,0.56,0.106
0.450,0.68,0.074
0.430,0.74,0.060
0.490,0.12,0.237
0.260,0.41,0.184
0.280,0.36,0.199
0.400,0.01,0.304
0.360,0.08,0.290
0.410,0.77,0.053
0.340,0.14,0.264
0.300,0.33,0.202
0.320,0.30,0.212
0.380,0.05,0.301
0.490,0.13,0.227
0.430,0.75,0.057
0.470,0.57,0.103
0.450,0.69,0.072
0.260,0.42,0.177
0.400,0.02,0.301
0.280,0.37,0.196
0.360,0.09,0.289
0.300,0.34,0.201
0.410,0.78,0.050
0.340,0.15,0.263
0.320,0.31,0.210
0.380,0.06,0.300
0.430,0.76,0.055
0.470,0.58,0.099
0.490,0.14,0.226
0.450,0.70,0.068
0.400,0.03,0.300
0.260,0.43,0.176
0.360,0.10,0.283
0.280,0.38,0.189
0.410,0.79,0.048
0.300,0.35,0.198
0.340,0.16,0.260
0.380,0.07,0.298
0.320,0.32,0.207
0.470,0.59,0.097
0.430,0.77,0.052
0.490,0.15,0.222
0.400,0.04,0.297
0.450,0.71,0.067
0.260,0.44,0.173
0.360,0.11,0.266
0.280,0.39,0.186
0.410,0.80,0.046
0.300,0.36,0.195
0.340,0.17,0.259
0.380,0.08,0.288
0.320,0.33,0.200
0.490,0.16,0.217
0.470,0.60,0.094
0.400,0.05,0.292
0.430,0.78,0.049
0.450,0.72,0.063
0.260,0.45,0.167
0.360,0.12,0.265
0.280,0.40,0.185
0.420,0.00,0.297
0.300,0.37,0.188
0.340,0.18,0.256
0.380,0.09,0.286
0.320,0.34,0.197
0.450,0.73,0.061
0.490,0.17,0.216
0.470,0.61,0.092
0.400,0.06,0.289
0.430,0.79,0.048
0.260,0.46,0.166
0.360,0.13,0.260
0.280,0.41,0.178
0.420,0.01,0.295
0.340,0.19,0.251
0.300,0.38,0.186
0.320,0.35,0.195
0.380,0.10,0.264
0.450,0.74,0.059
0.490,0.18,0.215
0.400,0.07,0.286
0.470,0.62,0.088
0.280,0.42,0.175
0.430,0.80,0.045
0.260,0.47,0.159
0.360,0.14,0.259
0.420,0.02,0.293
0.340,0.20,0.239
0.450,0.75,0.057
0.320,0.36,0.191
0.300,0.39,0.184
0.380,0.11,0.264
0.490,0.19,0.211
0.260,0.48,0.158
0.400,0.08,0.284
0.280,0.43,0.172
0.440,0.00,0.288
0.470,0.63,0.086
0.360,0.15,0.258
0.420,0.03,0.291
0.340,0.21,0.237
0.450,0.76,0.055
0.320,0.37,0.186
0.300,0.40,0.181
0.380,0.12,0.264
0.490,0.20,0.209
0.280,0.44,0.167
0.260,0.49,0.151
0.400,0.09,0.274
0.440,0.01,0.286
0.360,0.16,0.256
0.340,0.22,0.236
0.470,0.64,0.084
0.420,0.04,0.289
0.450,0.77,0.052
0.320,0.38,0.183
0.300,0.41,0.175
0.490,0.21,0.206
0.380,0.13,0.258
0.280,0.45,0.165
0.260,0.50,0.150
0.400,0.10,0.263
0.440,0.02,0.284
0.360,0.17,0.255
0.470,0.65,0.081
0.340,0.23,0.234
0.450,0.78,0.048
0.320,0.39,0.180
0.420,0.05,0.280
0.300,0.42,0.172
0.380,0.14,0.255
0.490,0.22,0.200
0.280,0.46,0.163
0.260,0.51,0.144
0.400,0.11,0.258
0.440,0.03,0.282
0.470,0.66,0.079
0.360,0.18,0.251
0.340,0.24,0.232
0.320,0.40,0.174
0.450,0.79,0.047
0.420,0.06,0.280
0.490,0.23,0.200
0.300,0.43,0.170
0.280,0.47,0.157
0.380,0.15,0.253
0.260,0.52,0.143
0.470,0.67,0.076
0.400,0.12,0.253
0.440,0.04,0.280
0.340,0.25,0.228
0.360,0.19,0.246
0.450,0.80,0.044
0.320,0.41,0.171
0.490,0.24,0.197
0.420,0.07,0.279
0.280,0.48,0.155
0.300,0.44,0.164
0.380,0.16,0.251
0.260,0.53,0.138
0.340,0.26,0.222
0.400,0.13,0.254
0.470,0.68,0.073
0.440,0.05,0.274
0.460,0.00,0.280
0.280,0.49,0.149
0.360,0.20,0.235
0.320,0.42,0.169
0.490,0.25,0.195
0.420,0.08,0.277
0.300,0.45,0.162
0.380,0.17,0.250
0.260,0.54,0.133
0.340,0.27,0.216
0.400,0.14,0.252
0.470,0.69,0.071
0.440,0.06,0.273
0.280,0.50,0.148
0.460,0.01,0.278
0.360,0.21,0.235
0.490,0.26,0.194
0.420,0.09,0.275
0.320,0.43,0.164
0.380,0.18,0.245
0.300,0.46,0.157
0.260,0.55,0.131
0.340,0.28,0.214
0.470,0.70,0.068
0.400,0.15,0.250
0.440,0.07,0.271
0.280,0.51,0.142
0.490,0.27,0.190
0.460,0.02,0.276
0.380,0.19,0.234
0.420,0.10,0.262
0.360,0.22,0.232
0.320,0.44,0.162
0.300,0.47,0.154
0.470,0.71,0.065
0.260,0.56,0.127
0.340,0.29,0.213
0.400,0.16,0.243
0.440,0.08,0.261
0.280,0.52,0.138
0.490,0.28,0.184
0.460,0.03,0.274
0.420,0.11,0.254
0.380,0.20,0.233
0.360,0.23,0.231
0.300,0.48,0.152
0.320,0.45,0.160
0.260,0.57,0.123
0.340,0.30,0.209
0.470,0.72,0.063
0.400,0.17,0.244
0.440,0.09,0.262
0.280,0.53,0.136
0.490,0.29,0.183
0.460,0.04,0.272
0.360,0.24,0.229
0.420,0.12,0.253
0.380,0.21,0.231
0.320,0.46,0.154
0.300,0.49,0.147
0.260,0.58,0.121
0.340,0.31,0.204
0.400,0.18,0.231
0.470,0.73,0.060
0.440,0.10,0.263
0.280,0.54,0.131
0.490,0.30,0.181
0.380,0.22,0.229
0.360,0.25,0.225
0.460,0.05,0.266
0.420,0.13,0.249
0.300,0.50,0.143
0.320,0.47,0.153
0.470,0.74,0.058
0.260,0.59,0.117
0.340,0.32,0.204
0.400,0.19,0.231
0.440,0.11,0.252
0.280,0.55,0.130
0.490,0.31,0.179
0.380,0.23,0.227
0.360,0.26,0.221
0.460,0.06,0.263
0.420,0.14,0.244
0.260,0.60,0.113
0.320,0.48,0.146
0.300,0.51,0.141
0.470,0.75,0.056
0.340,0.33,0.197
0.400,0.20,0.229
0.440,0.12,0.244
0.280,0.56,0.125
0.380,0.24,0.222
0.460,0.07,0.263
0.360,0.27,0.213
0.490,0.32,0.170
0.420,0.15,0.244
0.260,0.61,0.111
0.400,0.21,0.227
0.340,0.34,0.193
0.320,0.49,0.145
0.300,0.52,0.135
0.470,0.76,0.053
0.440,0.13,0.246
0.280,0.57,0.122
0.380,0.25,0.219
0.360,0.28,0.212
0.420,0.16,0.242
0.460,0.08,0.262
0.490,0.33,0.170
0.400,0.22,0.226
0.260,0.62,0.106
0.340,0.35,0.190
0.320,0.50,0.140
0.470,0.77,0.051
0.440,0.14,0.243
0.300,0.53,0.135
0.280,0.58,0.117
0.360,0.29,0.210
0.380,0.26,0.211
0.460,0.09,0.261
0.420,0.17,0.233
0.490,0.34,0.168
0.400,0.23,0.224
0.340,0.36,0.184
0.260,0.63,0.103
0.470,0.78,0.048
0.440,0.15,0.237
0.320,0.51,0.139
0.300,0.54,0.130
0.280,0.59,0.114
0.360,0.30,0.206
0.380,0.27,0.210
0.420,0.18,0.229
0.400,0.24,0.218
0.490,0.35,0.167
0.460,0.10,0.250
0.340,0.37,0.183
0.470,0.79,0.046
0.260,0.64,0.100
0.440,0.16,0.238
0.320,0.52,0.134
0.300,0.55,0.125
0.280,0.60,0.110
0.360,0.31,0.198
0.380,0.28,0.209
0.420,0.19,0.226
0.400,0.25,0.212
0.460,0.11,0.249
0.340,0.38,0.181
0.470,0.80,0.044
0.490,0.36,0.160
0.260,0.65,0.096
